Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Timepoint,Timepoint Unit,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50057-3,SK-BR-3,10098-101-1,Gefitinib,0.12,uM,LJP6,72,hr,2543,4547,5418,0.8377,0.6964
50057-3,SK-BR-3,10098-101-1,Gefitinib,0.37,uM,LJP6,72,hr,2543,4082,5418,0.7517,0.5357
50057-3,SK-BR-3,10098-101-1,Gefitinib,1.11,uM,LJP6,72,hr,2543,3564,5418,0.6573,0.3597
50057-3,SK-BR-3,10098-101-1,Gefitinib,3.33,uM,LJP6,72,hr,2543,3325,5418,0.6127,0.2744
50057-3,SK-BR-3,10098-101-1,Gefitinib,10,uM,LJP6,72,hr,2543,2224,5418,0.4105,-0.1163
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.04,uM,LJP5,72,hr,2543,6242,5752,1.0853,1.1439
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.12,uM,LJP5,72,hr,2543,6233,5752,1.0837,1.1413
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.37,uM,LJP5,72,hr,2543,6352,5752,1.1044,1.1760
50057-3,SK-BR-3,10099-101-1,Nilotinib,1.11,uM,LJP5,72,hr,2543,6123,5752,1.0645,1.1090
50057-3,SK-BR-3,10099-101-1,Nilotinib,3.33,uM,LJP5,72,hr,2543,6066,5752,1.0546,1.0925
50057-3,SK-BR-3,10099-101-1,Nilotinib,10,uM,LJP5,72,hr,2543,2836,5752,0.4930,0.0966
50057-3,SK-BR-3,10100-101-1,JNK-9L,0.04,uM,LJP6,72,hr,2543,4474,5418,0.8269,0.6818
50057-3,SK-BR-3,10100-101-1,JNK-9L,0.12,uM,LJP6,72,hr,2543,4937,5418,0.9118,0.8383
50057-3,SK-BR-3,10100-101-1,JNK-9L,0.37,uM,LJP6,72,hr,2543,4637,5418,0.8567,0.7369
50057-3,SK-BR-3,10100-101-1,JNK-9L,1.11,uM,LJP6,72,hr,2543,2948,5418,0.5442,0.1445
50057-3,SK-BR-3,10100-101-1,JNK-9L,3.33,uM,LJP6,72,hr,2543,1926,5418,0.3557,-0.2251
50057-3,SK-BR-3,10100-101-1,JNK-9L,10,uM,LJP6,72,hr,2543,1607,5418,0.2965,-0.3442
50057-3,SK-BR-3,10101-101-1,PD0325901,0.04,uM,LJP5,72,hr,2543,5450,5752,0.9474,0.9102
50057-3,SK-BR-3,10101-101-1,PD0325901,0.04,uM,LJP6,72,hr,2543,5400,5418,0.9980,0.9994
50057-3,SK-BR-3,10101-101-1,PD0325901,0.12,uM,LJP5,72,hr,2543,5248,5752,0.9124,0.8502
50057-3,SK-BR-3,10101-101-1,PD0325901,0.12,uM,LJP6,72,hr,2543,5325,5418,0.9844,0.9747
50057-3,SK-BR-3,10101-101-1,PD0325901,0.37,uM,LJP5,72,hr,2543,5303,5752,0.9219,0.8664
50057-3,SK-BR-3,10101-101-1,PD0325901,0.37,uM,LJP6,72,hr,2543,5238,5418,0.9675,0.9419
50057-3,SK-BR-3,10101-101-1,PD0325901,1.11,uM,LJP5,72,hr,2543,4778,5752,0.8306,0.7079
50057-3,SK-BR-3,10101-101-1,PD0325901,1.11,uM,LJP6,72,hr,2543,4749,5418,0.8769,0.7734
50057-3,SK-BR-3,10101-101-1,PD0325901,3.33,uM,LJP5,72,hr,2543,3638,5752,0.6326,0.3551
50057-3,SK-BR-3,10101-101-1,PD0325901,3.33,uM,LJP6,72,hr,2543,3929,5418,0.7259,0.4917
50057-3,SK-BR-3,10101-101-1,PD0325901,10,uM,LJP5,72,hr,2543,2519,5752,0.4381,-0.0119
50057-3,SK-BR-3,10101-101-1,PD0325901,10,uM,LJP6,72,hr,2543,3118,5418,0.5752,0.2034
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.04,uM,LJP5,72,hr,2543,2298,5752,0.3995,-0.0827
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.04,uM,LJP6,72,hr,2543,2263,5418,0.4181,-0.1011
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.12,uM,LJP5,72,hr,2543,1929,5752,0.3354,-0.2097
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.12,uM,LJP6,72,hr,2543,2073,5418,0.3833,-0.1702
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.37,uM,LJP5,72,hr,2543,2165,5752,0.3765,-0.1278
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.37,uM,LJP6,72,hr,2543,2065,5418,0.3817,-0.1734
50057-3,SK-BR-3,10108-101-1,Geldanamycin,1.11,uM,LJP5,72,hr,2543,2371,5752,0.4122,-0.0580
50057-3,SK-BR-3,10108-101-1,Geldanamycin,1.11,uM,LJP6,72,hr,2543,2174,5418,0.4021,-0.1330
50057-3,SK-BR-3,10108-101-1,Geldanamycin,3.33,uM,LJP5,72,hr,2543,1576,5752,0.2740,-0.3344
50057-3,SK-BR-3,10108-101-1,Geldanamycin,3.33,uM,LJP6,72,hr,2543,1722,5418,0.3179,-0.3010
50057-3,SK-BR-3,10108-101-1,Geldanamycin,10,uM,LJP5,72,hr,2543,837,5752,0.1456,-0.6121
50057-3,SK-BR-3,10108-101-1,Geldanamycin,10,uM,LJP6,72,hr,2543,1120,5418,0.2066,-0.5290
50057-3,SK-BR-3,10109-101-1,YM 201636,0.04,uM,LJP5,72,hr,2543,6054,5752,1.0526,1.0890
50057-3,SK-BR-3,10109-101-1,YM 201636,0.12,uM,LJP5,72,hr,2543,5952,5752,1.0348,1.0591
50057-3,SK-BR-3,10109-101-1,YM 201636,0.37,uM,LJP5,72,hr,2543,5792,5752,1.0069,1.0117
50057-3,SK-BR-3,10109-101-1,YM 201636,1.11,uM,LJP5,72,hr,2543,5427,5752,0.9434,0.9032
50057-3,SK-BR-3,10109-101-1,YM 201636,3.33,uM,LJP5,72,hr,2543,5005,5752,0.8701,0.7770
50057-3,SK-BR-3,10109-101-1,YM 201636,10,uM,LJP5,72,hr,2543,3011,5752,0.5236,0.1541
50057-3,SK-BR-3,10111-101-1,TWS119,0.04,uM,LJP5,72,hr,2543,5944,5752,1.0335,1.0568
50057-3,SK-BR-3,10111-101-1,TWS119,0.12,uM,LJP5,72,hr,2543,5472,5752,0.9513,0.9170
50057-3,SK-BR-3,10111-101-1,TWS119,0.37,uM,LJP5,72,hr,2543,6082,5752,1.0573,1.0966
50057-3,SK-BR-3,10111-101-1,TWS119,1.11,uM,LJP5,72,hr,2543,5977,5752,1.0392,1.0664
50057-3,SK-BR-3,10111-101-1,TWS119,3.33,uM,LJP5,72,hr,2543,3792,5752,0.6594,0.4025
50057-3,SK-BR-3,10111-101-1,TWS119,10,uM,LJP5,72,hr,2543,1147,5752,0.1994,-0.4923
50057-3,SK-BR-3,10112-101-1,PF477736,0.04,uM,LJP5,72,hr,2543,1896,5752,0.3297,-0.2209
50057-3,SK-BR-3,10112-101-1,PF477736,0.12,uM,LJP5,72,hr,2543,1652,5752,0.2872,-0.3070
50057-3,SK-BR-3,10112-101-1,PF477736,0.37,uM,LJP5,72,hr,2543,1575,5752,0.2738,-0.3345
50057-3,SK-BR-3,10112-101-1,PF477736,1.11,uM,LJP5,72,hr,2543,1519,5752,0.2640,-0.3548
50057-3,SK-BR-3,10112-101-1,PF477736,3.33,uM,LJP5,72,hr,2543,1573,5752,0.2735,-0.3354
50057-3,SK-BR-3,10112-101-1,PF477736,10,uM,LJP5,72,hr,2543,1353,5752,0.2353,-0.4148
50057-3,SK-BR-3,10115-102-1,LDN-193189,0.04,uM,LJP5,72,hr,2543,5730,5752,0.9963,0.9936
50057-3,SK-BR-3,10115-102-1,LDN-193189,0.12,uM,LJP5,72,hr,2543,5820,5752,1.0118,1.0200
50057-3,SK-BR-3,10115-102-1,LDN-193189,0.37,uM,LJP5,72,hr,2543,5986,5752,1.0407,1.0690
50057-3,SK-BR-3,10115-102-1,LDN-193189,1.11,uM,LJP5,72,hr,2543,5893,5752,1.0246,1.0412
50057-3,SK-BR-3,10115-102-1,LDN-193189,3.33,uM,LJP5,72,hr,2543,3065,5752,0.5330,0.1696
50057-3,SK-BR-3,10115-102-1,LDN-193189,10,uM,LJP5,72,hr,2543,768,5752,0.1337,-0.6393
50057-3,SK-BR-3,10116-101-1,PF431396,0.04,uM,LJP5,72,hr,2543,5789,5752,1.0064,1.0109
50057-3,SK-BR-3,10116-101-1,PF431396,0.12,uM,LJP5,72,hr,2543,4706,5752,0.8182,0.6862
50057-3,SK-BR-3,10116-101-1,PF431396,0.37,uM,LJP5,72,hr,2543,3422,5752,0.5950,0.2866
50057-3,SK-BR-3,10116-101-1,PF431396,1.11,uM,LJP5,72,hr,2543,2483,5752,0.4318,-0.0200
50057-3,SK-BR-3,10116-101-1,PF431396,3.33,uM,LJP5,72,hr,2543,2286,5752,0.3975,-0.0866
50057-3,SK-BR-3,10116-101-1,PF431396,10,uM,LJP5,72,hr,2543,1530,5752,0.2661,-0.3506
50057-3,SK-BR-3,10117-101-1,Celastrol,0.04,uM,LJP6,72,hr,2543,5304,5418,0.9802,0.9665
50057-3,SK-BR-3,10117-101-1,Celastrol,0.12,uM,LJP6,72,hr,2543,5058,5418,0.9346,0.8816
50057-3,SK-BR-3,10117-101-1,Celastrol,0.37,uM,LJP6,72,hr,2543,2278,5418,0.4209,-0.0958
50057-3,SK-BR-3,10117-101-1,Celastrol,1.11,uM,LJP6,72,hr,2543,1758,5418,0.3248,-0.2872
50057-3,SK-BR-3,10117-101-1,Celastrol,3.33,uM,LJP6,72,hr,2543,1514,5418,0.2797,-0.3785
50057-3,SK-BR-3,10117-101-1,Celastrol,10,uM,LJP6,72,hr,2543,1765,5418,0.3261,-0.2845
50057-3,SK-BR-3,10119-101-1,SU11274,0.04,uM,LJP5,72,hr,2543,6256,5752,1.0876,1.1478
50057-3,SK-BR-3,10119-101-1,SU11274,0.12,uM,LJP5,72,hr,2543,5996,5752,1.0424,1.0717
50057-3,SK-BR-3,10119-101-1,SU11274,0.37,uM,LJP5,72,hr,2543,6036,5752,1.0494,1.0834
50057-3,SK-BR-3,10119-101-1,SU11274,1.11,uM,LJP5,72,hr,2543,5770,5752,1.0030,1.0049
50057-3,SK-BR-3,10119-101-1,SU11274,3.33,uM,LJP5,72,hr,2543,5612,5752,0.9757,0.9587
50057-3,SK-BR-3,10119-101-1,SU11274,10,uM,LJP5,72,hr,2543,2510,5752,0.4365,-0.0110
50057-3,SK-BR-3,10120-102-1,Canertinib,0.04,uM,LJP6,72,hr,2543,2669,5418,0.4928,0.0449
50057-3,SK-BR-3,10120-102-1,Canertinib,0.12,uM,LJP6,72,hr,2543,2262,5418,0.4179,-0.1016
50057-3,SK-BR-3,10120-102-1,Canertinib,0.37,uM,LJP6,72,hr,2543,1983,5418,0.3664,-0.2038
50057-3,SK-BR-3,10120-102-1,Canertinib,1.11,uM,LJP6,72,hr,2543,1841,5418,0.3398,-0.2569
50057-3,SK-BR-3,10120-102-1,Canertinib,3.33,uM,LJP6,72,hr,2543,1788,5418,0.3304,-0.2759
50057-3,SK-BR-3,10120-102-1,Canertinib,10,uM,LJP6,72,hr,2543,1508,5418,0.2785,-0.3809
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,0.04,uM,LJP5,72,hr,2543,5921,5752,1.0294,1.0499
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,0.12,uM,LJP5,72,hr,2543,5618,5752,0.9768,0.9604
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,0.37,uM,LJP5,72,hr,2543,5650,5752,0.9823,0.9699
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,1.11,uM,LJP5,72,hr,2543,5537,5752,0.9627,0.9362
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,3.33,uM,LJP5,72,hr,2543,5675,5752,0.9866,0.9771
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,10,uM,LJP5,72,hr,2543,3560,5752,0.6189,0.3302
50057-3,SK-BR-3,10125-101-1,PHA-665752,0.04,uM,LJP5,72,hr,2543,5842,5752,1.0157,1.0266
50057-3,SK-BR-3,10125-101-1,PHA-665752,0.12,uM,LJP5,72,hr,2543,5839,5752,1.0150,1.0250
50057-3,SK-BR-3,10125-101-1,PHA-665752,0.37,uM,LJP5,72,hr,2543,5942,5752,1.0331,1.0558
50057-3,SK-BR-3,10125-101-1,PHA-665752,1.11,uM,LJP5,72,hr,2543,5667,5752,0.9852,0.9748
50057-3,SK-BR-3,10125-101-1,PHA-665752,3.33,uM,LJP5,72,hr,2543,5757,5752,1.0009,1.0015
50057-3,SK-BR-3,10125-101-1,PHA-665752,10,uM,LJP5,72,hr,2543,4377,5752,0.7610,0.5859
50057-3,SK-BR-3,10126-101-1,PI103,0.04,uM,LJP6,72,hr,2543,5153,5418,0.9512,0.9104
50057-3,SK-BR-3,10126-101-1,PI103,0.12,uM,LJP6,72,hr,2543,4481,5418,0.8266,0.6782
50057-3,SK-BR-3,10126-101-1,PI103,0.37,uM,LJP6,72,hr,2543,3290,5418,0.6061,0.2613
50057-3,SK-BR-3,10126-101-1,PI103,1.11,uM,LJP6,72,hr,2543,2057,5418,0.3794,-0.1781
50057-3,SK-BR-3,10126-101-1,PI103,3.33,uM,LJP6,72,hr,2543,1694,5418,0.3125,-0.3119
50057-3,SK-BR-3,10126-101-1,PI103,10,uM,LJP6,72,hr,2543,1624,5418,0.2995,-0.3382
50057-3,SK-BR-3,10127-101-1,Dovitinib,0.04,uM,LJP5,72,hr,2543,4706,5752,0.8182,0.6863
50057-3,SK-BR-3,10127-101-1,Dovitinib,0.12,uM,LJP5,72,hr,2543,4521,5752,0.7861,0.6301
50057-3,SK-BR-3,10127-101-1,Dovitinib,0.37,uM,LJP5,72,hr,2543,4313,5752,0.7499,0.5657
50057-3,SK-BR-3,10127-101-1,Dovitinib,1.11,uM,LJP5,72,hr,2543,4209,5752,0.7317,0.5333
50057-3,SK-BR-3,10127-101-1,Dovitinib,3.33,uM,LJP5,72,hr,2543,3478,5752,0.6046,0.3042
50057-3,SK-BR-3,10127-101-1,Dovitinib,10,uM,LJP5,72,hr,2543,2893,5752,0.5030,0.1155
50057-3,SK-BR-3,10128-101-1,GSK 690693,0.04,uM,LJP5,72,hr,2543,4310,5752,0.7493,0.5646
50057-3,SK-BR-3,10128-101-1,GSK 690693,0.12,uM,LJP5,72,hr,2543,4320,5752,0.7511,0.5683
50057-3,SK-BR-3,10128-101-1,GSK 690693,0.37,uM,LJP5,72,hr,2543,4271,5752,0.7425,0.5528
50057-3,SK-BR-3,10128-101-1,GSK 690693,1.11,uM,LJP5,72,hr,2543,4188,5752,0.7281,0.5273
50057-3,SK-BR-3,10128-101-1,GSK 690693,3.33,uM,LJP5,72,hr,2543,4369,5752,0.7596,0.5834
50057-3,SK-BR-3,10128-101-1,GSK 690693,10,uM,LJP5,72,hr,2543,4505,5752,0.7832,0.6251
50057-3,SK-BR-3,10132-101-1,SNS-032,0.04,uM,LJP6,72,hr,2543,4001,5418,0.7401,0.5197
50057-3,SK-BR-3,10132-101-1,SNS-032,0.12,uM,LJP6,72,hr,2543,1573,5418,0.2907,-0.3562
50057-3,SK-BR-3,10132-101-1,SNS-032,0.37,uM,LJP6,72,hr,2543,1260,5418,0.2327,-0.4750
50057-3,SK-BR-3,10132-101-1,SNS-032,1.11,uM,LJP6,72,hr,2543,1181,5418,0.2178,-0.5056
50057-3,SK-BR-3,10132-101-1,SNS-032,3.33,uM,LJP6,72,hr,2543,1077,5418,0.1991,-0.5453
50057-3,SK-BR-3,10132-101-1,SNS-032,10,uM,LJP6,72,hr,2543,993,5418,0.1835,-0.5780
50057-3,SK-BR-3,10133-101-1,Afatinib,0.04,uM,LJP6,72,hr,2543,1536,5418,0.2839,-0.3702
50057-3,SK-BR-3,10133-101-1,Afatinib,0.12,uM,LJP6,72,hr,2543,1683,5418,0.3110,-0.3150
50057-3,SK-BR-3,10133-101-1,Afatinib,0.37,uM,LJP6,72,hr,2543,1713,5418,0.3162,-0.3045
50057-3,SK-BR-3,10133-101-1,Afatinib,1.11,uM,LJP6,72,hr,2543,1745,5418,0.3222,-0.2923
50057-3,SK-BR-3,10133-101-1,Afatinib,3.33,uM,LJP6,72,hr,2543,1938,5418,0.3580,-0.2206
50057-3,SK-BR-3,10133-101-1,Afatinib,10,uM,LJP6,72,hr,2543,1731,5418,0.3198,-0.2973
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.04,uM,LJP6,72,hr,2543,4735,5418,0.8753,0.7723
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.12,uM,LJP6,72,hr,2543,4993,5418,0.9226,0.8596
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.37,uM,LJP6,72,hr,2543,5413,5418,0.9998,1.0012
50057-3,SK-BR-3,10134-101-1,GSK1904529A,1.11,uM,LJP6,72,hr,2543,5536,5418,1.0226,1.0431
50057-3,SK-BR-3,10134-101-1,GSK1904529A,3.33,uM,LJP6,72,hr,2543,5595,5418,1.0331,1.0618
50057-3,SK-BR-3,10134-101-1,GSK1904529A,10,uM,LJP6,72,hr,2543,5645,5418,1.0426,1.0798
50057-3,SK-BR-3,10135-101-1,Linsitinib,0.04,uM,LJP5,72,hr,2543,4345,5752,0.7554,0.5758
50057-3,SK-BR-3,10135-101-1,Linsitinib,0.12,uM,LJP5,72,hr,2543,4923,5752,0.8558,0.7521
50057-3,SK-BR-3,10135-101-1,Linsitinib,0.37,uM,LJP5,72,hr,2543,5254,5752,0.9135,0.8519
50057-3,SK-BR-3,10135-101-1,Linsitinib,1.11,uM,LJP5,72,hr,2543,5013,5752,0.8715,0.7793
50057-3,SK-BR-3,10135-101-1,Linsitinib,3.33,uM,LJP5,72,hr,2543,4635,5752,0.8058,0.6647
50057-3,SK-BR-3,10135-101-1,Linsitinib,10,uM,LJP5,72,hr,2543,4150,5752,0.7215,0.5158
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.04,uM,LJP5,72,hr,2543,5369,5752,0.9334,0.8862
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.12,uM,LJP5,72,hr,2543,5432,5752,0.9443,0.9050
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.37,uM,LJP5,72,hr,2543,5483,5752,0.9533,0.9203
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,1.11,uM,LJP5,72,hr,2543,5264,5752,0.9152,0.8549
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,3.33,uM,LJP5,72,hr,2543,5660,5752,0.9841,0.9729
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,10,uM,LJP5,72,hr,2543,5506,5752,0.9573,0.9273
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.04,uM,LJP5,72,hr,2543,5302,5752,0.9219,0.8662
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.12,uM,LJP5,72,hr,2543,4992,5752,0.8678,0.7728
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.37,uM,LJP5,72,hr,2543,5030,5752,0.8744,0.7846
50057-3,SK-BR-3,10140-101-1,Momelotinib,1.11,uM,LJP5,72,hr,2543,4832,5752,0.8400,0.7242
50057-3,SK-BR-3,10140-101-1,Momelotinib,3.33,uM,LJP5,72,hr,2543,4339,5752,0.7544,0.5741
50057-3,SK-BR-3,10140-101-1,Momelotinib,10,uM,LJP5,72,hr,2543,2779,5752,0.4831,0.0778
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.04,uM,LJP5,72,hr,2543,5710,5752,0.9927,0.9876
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.12,uM,LJP5,72,hr,2543,5705,5752,0.9918,0.9859
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.37,uM,LJP5,72,hr,2543,5527,5752,0.9609,0.9330
50057-3,SK-BR-3,10141-101-1,Fedratinib,1.11,uM,LJP5,72,hr,2543,5196,5752,0.9034,0.8347
50057-3,SK-BR-3,10141-101-1,Fedratinib,3.33,uM,LJP5,72,hr,2543,4313,5752,0.7499,0.5661
50057-3,SK-BR-3,10141-101-1,Fedratinib,10,uM,LJP5,72,hr,2543,1643,5752,0.2856,-0.3103
50057-3,SK-BR-3,10142-101-1,Trametinib,0.04,uM,LJP5,72,hr,2543,3685,5752,0.6406,0.3692
50057-3,SK-BR-3,10142-101-1,Trametinib,0.12,uM,LJP5,72,hr,2543,4206,5752,0.7313,0.5331
50057-3,SK-BR-3,10142-101-1,Trametinib,0.37,uM,LJP5,72,hr,2543,4010,5752,0.6971,0.4719
50057-3,SK-BR-3,10142-101-1,Trametinib,1.11,uM,LJP5,72,hr,2543,4271,5752,0.7425,0.5529
50057-3,SK-BR-3,10142-101-1,Trametinib,3.33,uM,LJP5,72,hr,2543,4303,5752,0.7481,0.5629
50057-3,SK-BR-3,10142-101-1,Trametinib,10,uM,LJP5,72,hr,2543,4383,5752,0.7619,0.5873
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.04,uM,LJP6,72,hr,2543,1901,5418,0.3507,-0.2352
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.12,uM,LJP6,72,hr,2543,1684,5418,0.3110,-0.3149
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.37,uM,LJP6,72,hr,2543,1501,5418,0.2773,-0.3835
50057-3,SK-BR-3,10146-101-1,Omipalisib,1.11,uM,LJP6,72,hr,2543,1289,5418,0.2380,-0.4640
50057-3,SK-BR-3,10146-101-1,Omipalisib,3.33,uM,LJP6,72,hr,2543,1036,5418,0.1914,-0.5613
50057-3,SK-BR-3,10146-101-1,Omipalisib,10,uM,LJP6,72,hr,2543,702,5418,0.1296,-0.6926
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.04,uM,LJP5,72,hr,2543,5577,5752,0.9696,0.9479
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.12,uM,LJP5,72,hr,2543,4773,5752,0.8299,0.7071
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.37,uM,LJP5,72,hr,2543,2940,5752,0.5110,0.1305
50057-3,SK-BR-3,10147-101-1,Buparlisib,1.11,uM,LJP5,72,hr,2543,1453,5752,0.2527,-0.3786
50057-3,SK-BR-3,10147-101-1,Buparlisib,3.33,uM,LJP5,72,hr,2543,1281,5752,0.2228,-0.4415
50057-3,SK-BR-3,10147-101-1,Buparlisib,10,uM,LJP5,72,hr,2543,1222,5752,0.2125,-0.4633
50057-3,SK-BR-3,10148-101-1,XL147,0.04,uM,LJP5,72,hr,2543,6164,5752,1.0717,1.1212
50057-3,SK-BR-3,10148-101-1,XL147,0.12,uM,LJP5,72,hr,2543,5910,5752,1.0275,1.0465
50057-3,SK-BR-3,10148-101-1,XL147,0.37,uM,LJP5,72,hr,2543,5762,5752,1.0018,1.0030
50057-3,SK-BR-3,10148-101-1,XL147,1.11,uM,LJP5,72,hr,2543,5954,5752,1.0350,1.0592
50057-3,SK-BR-3,10148-101-1,XL147,3.33,uM,LJP5,72,hr,2543,6038,5752,1.0496,1.0837
50057-3,SK-BR-3,10148-101-1,XL147,10,uM,LJP5,72,hr,2543,4152,5752,0.7218,0.5162
50057-3,SK-BR-3,10149-102-1,Y39983,0.04,uM,LJP6,72,hr,2543,4425,5418,0.8141,0.6489
50057-3,SK-BR-3,10149-102-1,Y39983,0.12,uM,LJP6,72,hr,2543,4380,5418,0.8060,0.6342
50057-3,SK-BR-3,10149-102-1,Y39983,0.37,uM,LJP6,72,hr,2543,4396,5418,0.8088,0.6392
50057-3,SK-BR-3,10149-102-1,Y39983,1.11,uM,LJP6,72,hr,2543,4049,5418,0.7454,0.5230
50057-3,SK-BR-3,10149-102-1,Y39983,3.33,uM,LJP6,72,hr,2543,3693,5418,0.6796,0.3992
50057-3,SK-BR-3,10149-102-1,Y39983,10,uM,LJP6,72,hr,2543,1725,5418,0.3175,-0.3023
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.04,uM,LJP6,72,hr,2543,5779,5418,1.0666,1.1217
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.12,uM,LJP6,72,hr,2543,5471,5418,1.0098,1.0179
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.37,uM,LJP6,72,hr,2543,5231,5418,0.9661,0.9391
50057-3,SK-BR-3,10151-101-1,Nintedanib,1.11,uM,LJP6,72,hr,2543,4995,5418,0.9225,0.8584
50057-3,SK-BR-3,10151-101-1,Nintedanib,3.33,uM,LJP6,72,hr,2543,4478,5418,0.8268,0.6799
50057-3,SK-BR-3,10151-101-1,Nintedanib,10,uM,LJP6,72,hr,2543,3807,5418,0.7025,0.4462
50057-3,SK-BR-3,10157-101-1,Foretinib,0.04,uM,LJP5,72,hr,2543,5875,5752,1.0214,1.0363
50057-3,SK-BR-3,10157-101-1,Foretinib,0.12,uM,LJP5,72,hr,2543,5279,5752,0.9178,0.8595
50057-3,SK-BR-3,10157-101-1,Foretinib,0.37,uM,LJP5,72,hr,2543,2697,5752,0.4690,0.0513
50057-3,SK-BR-3,10157-101-1,Foretinib,1.11,uM,LJP5,72,hr,2543,2136,5752,0.3713,-0.1379
50057-3,SK-BR-3,10157-101-1,Foretinib,3.33,uM,LJP5,72,hr,2543,2170,5752,0.3773,-0.1262
50057-3,SK-BR-3,10157-101-1,Foretinib,10,uM,LJP5,72,hr,2543,1898,5752,0.3300,-0.2201
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.04,uM,LJP6,72,hr,2543,5060,5418,0.9339,0.8777
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.12,uM,LJP6,72,hr,2543,4292,5418,0.7922,0.6150
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.37,uM,LJP6,72,hr,2543,3259,5418,0.6019,0.2555
50057-3,SK-BR-3,10158-101-1,AZD 5438,1.11,uM,LJP6,72,hr,2543,1809,5418,0.3340,-0.2689
50057-3,SK-BR-3,10158-101-1,AZD 5438,3.33,uM,LJP6,72,hr,2543,1311,5418,0.2420,-0.4558
50057-3,SK-BR-3,10158-101-1,AZD 5438,10,uM,LJP6,72,hr,2543,733,5418,0.1352,-0.6804
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.04,uM,LJP5,72,hr,2543,5007,5752,0.8705,0.7778
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.12,uM,LJP5,72,hr,2543,4239,5752,0.7370,0.5433
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.37,uM,LJP5,72,hr,2543,1687,5752,0.2933,-0.2943
50057-3,SK-BR-3,10159-101-1,Pelitinib,1.11,uM,LJP5,72,hr,2543,1697,5752,0.2950,-0.2909
50057-3,SK-BR-3,10159-101-1,Pelitinib,3.33,uM,LJP5,72,hr,2543,1865,5752,0.3243,-0.2316
50057-3,SK-BR-3,10159-101-1,Pelitinib,10,uM,LJP5,72,hr,2543,1578,5752,0.2743,-0.3334
50057-3,SK-BR-3,10161-101-1,Luminespib,0.04,uM,LJP5,72,hr,2543,2141,5752,0.3722,-0.1364
50057-3,SK-BR-3,10161-101-1,Luminespib,0.12,uM,LJP5,72,hr,2543,2191,5752,0.3809,-0.1190
50057-3,SK-BR-3,10161-101-1,Luminespib,0.37,uM,LJP5,72,hr,2543,2194,5752,0.3814,-0.1181
50057-3,SK-BR-3,10161-101-1,Luminespib,1.11,uM,LJP5,72,hr,2543,2289,5752,0.3980,-0.0855
50057-3,SK-BR-3,10161-101-1,Luminespib,3.33,uM,LJP5,72,hr,2543,2211,5752,0.3844,-0.1121
50057-3,SK-BR-3,10161-101-1,Luminespib,10,uM,LJP5,72,hr,2543,2194,5752,0.3814,-0.1181
