Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Timepoint,Timepoint Unit,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50238-3,Hs 578T,10064-101-1,WYE-125132,0.37,uM,LJP6,72,hr,765,923,3101,0.2976,0.0973
50238-3,Hs 578T,10064-101-1,WYE-125132,1.11,uM,LJP6,72,hr,765,871,3101,0.2812,0.0664
50238-3,Hs 578T,10064-101-1,WYE-125132,3.33,uM,LJP6,72,hr,765,875,3101,0.2824,0.0691
50238-3,Hs 578T,10064-101-1,WYE-125132,10,uM,LJP6,72,hr,765,658,3101,0.2124,-0.0717
50238-3,Hs 578T,10067-101-1,Barasertib,0.04,uM,LJP5,72,hr,765,1128,3148,0.3586,0.2095
50238-3,Hs 578T,10067-101-1,Barasertib,0.12,uM,LJP5,72,hr,765,1128,3148,0.3584,0.2096
50238-3,Hs 578T,10067-101-1,Barasertib,0.37,uM,LJP5,72,hr,765,1089,3148,0.3460,0.1890
50238-3,Hs 578T,10067-101-1,Barasertib,1.11,uM,LJP5,72,hr,765,1005,3148,0.3194,0.1434
50238-3,Hs 578T,10067-101-1,Barasertib,3.33,uM,LJP5,72,hr,765,945,3148,0.3003,0.1090
50238-3,Hs 578T,10067-101-1,Barasertib,10,uM,LJP5,72,hr,765,863,3148,0.2742,0.0610
50238-3,Hs 578T,10068-101-1,Vemurafenib,0.04,uM,LJP5,72,hr,765,3316,3148,1.0533,1.0516
50238-3,Hs 578T,10068-101-1,Vemurafenib,0.12,uM,LJP5,72,hr,765,3257,3148,1.0348,1.0338
50238-3,Hs 578T,10068-101-1,Vemurafenib,0.37,uM,LJP5,72,hr,765,3287,3148,1.0441,1.0427
50238-3,Hs 578T,10068-101-1,Vemurafenib,1.11,uM,LJP5,72,hr,765,3290,3148,1.0453,1.0439
50238-3,Hs 578T,10068-101-1,Vemurafenib,3.33,uM,LJP5,72,hr,765,3014,3148,0.9575,0.9579
50238-3,Hs 578T,10068-101-1,Vemurafenib,10,uM,LJP5,72,hr,765,1944,3148,0.6177,0.5793
50238-3,Hs 578T,10069-101-1,Enzastaurin,0.04,uM,LJP5,72,hr,765,3127,3148,0.9934,0.9934
50238-3,Hs 578T,10069-101-1,Enzastaurin,0.12,uM,LJP5,72,hr,765,3078,3148,0.9778,0.9781
50238-3,Hs 578T,10069-101-1,Enzastaurin,0.37,uM,LJP5,72,hr,765,3051,3148,0.9693,0.9695
50238-3,Hs 578T,10069-101-1,Enzastaurin,1.11,uM,LJP5,72,hr,765,3109,3148,0.9878,0.9879
50238-3,Hs 578T,10069-101-1,Enzastaurin,3.33,uM,LJP5,72,hr,765,3135,3148,0.9958,0.9958
50238-3,Hs 578T,10069-101-1,Enzastaurin,10,uM,LJP5,72,hr,765,3043,3148,0.9666,0.9670
50238-3,Hs 578T,10071-101-1,Palbociclib,0.04,uM,LJP6,72,hr,765,2272,3101,0.7326,0.7144
50238-3,Hs 578T,10071-101-1,Palbociclib,0.12,uM,LJP6,72,hr,765,1946,3101,0.6273,0.5875
50238-3,Hs 578T,10071-101-1,Palbociclib,0.37,uM,LJP6,72,hr,765,1806,3101,0.5824,0.5302
50238-3,Hs 578T,10071-101-1,Palbociclib,1.11,uM,LJP6,72,hr,765,1554,3101,0.5009,0.4198
50238-3,Hs 578T,10071-101-1,Palbociclib,3.33,uM,LJP6,72,hr,765,1511,3101,0.4875,0.4010
50238-3,Hs 578T,10071-101-1,Palbociclib,10,uM,LJP6,72,hr,765,1377,3101,0.4440,0.3378
50238-3,Hs 578T,10072-101-1,PF562271,0.04,uM,LJP6,72,hr,765,2769,3101,0.8928,0.8908
50238-3,Hs 578T,10072-101-1,PF562271,0.12,uM,LJP6,72,hr,765,2502,3101,0.8065,0.7976
50238-3,Hs 578T,10072-101-1,PF562271,0.37,uM,LJP6,72,hr,765,2251,3101,0.7257,0.7061
50238-3,Hs 578T,10072-101-1,PF562271,1.11,uM,LJP6,72,hr,765,1969,3101,0.6348,0.5967
50238-3,Hs 578T,10072-101-1,PF562271,3.33,uM,LJP6,72,hr,765,1526,3101,0.4921,0.4077
50238-3,Hs 578T,10072-101-1,PF562271,10,uM,LJP6,72,hr,765,461,3101,0.1489,-0.2215
50238-3,Hs 578T,10073-101-1,PHA-793887,0.04,uM,LJP6,72,hr,765,1590,3101,0.5128,0.4368
50238-3,Hs 578T,10073-101-1,PHA-793887,0.12,uM,LJP6,72,hr,765,1479,3101,0.4769,0.3860
50238-3,Hs 578T,10073-101-1,PHA-793887,0.37,uM,LJP6,72,hr,765,1113,3101,0.3591,0.2043
50238-3,Hs 578T,10073-101-1,PHA-793887,1.11,uM,LJP6,72,hr,765,790,3101,0.2549,0.0162
50238-3,Hs 578T,10073-101-1,PHA-793887,3.33,uM,LJP6,72,hr,765,619,3101,0.1999,-0.1000
50238-3,Hs 578T,10073-101-1,PHA-793887,10,uM,LJP6,72,hr,765,397,3101,0.1282,-0.2777
50238-3,Hs 578T,10075-101-1,QL-X-138,0.04,uM,LJP6,72,hr,765,2546,3101,0.8210,0.8138
50238-3,Hs 578T,10075-101-1,QL-X-138,0.12,uM,LJP6,72,hr,765,2301,3101,0.7420,0.7253
50238-3,Hs 578T,10075-101-1,QL-X-138,0.37,uM,LJP6,72,hr,765,2050,3101,0.6611,0.6294
50238-3,Hs 578T,10075-101-1,QL-X-138,1.11,uM,LJP6,72,hr,765,1711,3101,0.5517,0.4897
50238-3,Hs 578T,10075-101-1,QL-X-138,3.33,uM,LJP6,72,hr,765,1463,3101,0.4717,0.3782
50238-3,Hs 578T,10075-101-1,QL-X-138,10,uM,LJP6,72,hr,765,572,3101,0.1846,-0.1344
50238-3,Hs 578T,10077-101-1,QL-XII-47,0.04,uM,LJP6,72,hr,765,2960,3101,0.9541,0.9536
50238-3,Hs 578T,10077-101-1,QL-XII-47,0.12,uM,LJP6,72,hr,765,2805,3101,0.9043,0.9028
50238-3,Hs 578T,10077-101-1,QL-XII-47,0.37,uM,LJP6,72,hr,765,2539,3101,0.8183,0.8104
50238-3,Hs 578T,10077-101-1,QL-XII-47,1.11,uM,LJP6,72,hr,765,2041,3101,0.6578,0.6245
50238-3,Hs 578T,10077-101-1,QL-XII-47,3.33,uM,LJP6,72,hr,765,1207,3101,0.3891,0.2528
50238-3,Hs 578T,10077-101-1,QL-XII-47,10,uM,LJP6,72,hr,765,412,3101,0.1329,-0.2644
50238-3,Hs 578T,10079-101-1,Torin1,0.04,uM,LJP6,72,hr,765,1096,3101,0.3534,0.1949
50238-3,Hs 578T,10079-101-1,Torin1,0.12,uM,LJP6,72,hr,765,974,3101,0.3143,0.1266
50238-3,Hs 578T,10079-101-1,Torin1,0.37,uM,LJP6,72,hr,765,867,3101,0.2797,0.0640
50238-3,Hs 578T,10079-101-1,Torin1,1.11,uM,LJP6,72,hr,765,781,3101,0.2520,0.0102
50238-3,Hs 578T,10079-101-1,Torin1,3.33,uM,LJP6,72,hr,765,698,3101,0.2252,-0.0443
50238-3,Hs 578T,10079-101-1,Torin1,10,uM,LJP6,72,hr,765,482,3101,0.1553,-0.2049
50238-3,Hs 578T,10080-101-1,Torin2,0.04,uM,LJP5,72,hr,765,1013,3148,0.3218,0.1469
50238-3,Hs 578T,10080-101-1,Torin2,0.12,uM,LJP5,72,hr,765,813,3148,0.2582,0.0301
50238-3,Hs 578T,10080-101-1,Torin2,0.37,uM,LJP5,72,hr,765,575,3148,0.1829,-0.1304
50238-3,Hs 578T,10080-101-1,Torin2,1.11,uM,LJP5,72,hr,765,535,3148,0.1701,-0.1605
50238-3,Hs 578T,10080-101-1,Torin2,3.33,uM,LJP5,72,hr,765,495,3148,0.1574,-0.1919
50238-3,Hs 578T,10080-101-1,Torin2,10,uM,LJP5,72,hr,765,397,3148,0.1263,-0.2752
50238-3,Hs 578T,10082-101-1,WZ-4-145,0.04,uM,LJP6,72,hr,765,2191,3101,0.7063,0.6834
50238-3,Hs 578T,10082-101-1,WZ-4-145,0.12,uM,LJP6,72,hr,765,2079,3101,0.6701,0.6393
50238-3,Hs 578T,10082-101-1,WZ-4-145,0.37,uM,LJP6,72,hr,765,1915,3101,0.6173,0.5750
50238-3,Hs 578T,10082-101-1,WZ-4-145,1.11,uM,LJP6,72,hr,765,1579,3101,0.5090,0.4313
50238-3,Hs 578T,10082-101-1,WZ-4-145,3.33,uM,LJP6,72,hr,765,1509,3101,0.4866,0.4000
50238-3,Hs 578T,10082-101-1,WZ-4-145,10,uM,LJP6,72,hr,765,713,3101,0.2301,-0.0341
50238-3,Hs 578T,10084-101-1,WZ3105,0.04,uM,LJP5,72,hr,765,483,3148,0.1534,-0.2022
50238-3,Hs 578T,10084-101-1,WZ3105,0.12,uM,LJP5,72,hr,765,479,3148,0.1521,-0.2056
50238-3,Hs 578T,10084-101-1,WZ3105,0.37,uM,LJP5,72,hr,765,447,3148,0.1421,-0.2312
50238-3,Hs 578T,10084-101-1,WZ3105,1.11,uM,LJP5,72,hr,765,412,3148,0.1310,-0.2619
50238-3,Hs 578T,10084-101-1,WZ3105,3.33,uM,LJP5,72,hr,765,412,3148,0.1309,-0.2617
50238-3,Hs 578T,10084-101-1,WZ3105,10,uM,LJP5,72,hr,765,386,3148,0.1227,-0.2845
50238-3,Hs 578T,10086-101-1,XMD11-50,0.04,uM,LJP6,72,hr,765,3057,3101,0.9855,0.9855
50238-3,Hs 578T,10086-101-1,XMD11-50,0.12,uM,LJP6,72,hr,765,2921,3101,0.9419,0.9414
50238-3,Hs 578T,10086-101-1,XMD11-50,0.37,uM,LJP6,72,hr,765,2638,3101,0.8507,0.8459
50238-3,Hs 578T,10086-101-1,XMD11-50,1.11,uM,LJP6,72,hr,765,2104,3101,0.6784,0.6502
50238-3,Hs 578T,10086-101-1,XMD11-50,3.33,uM,LJP6,72,hr,765,1520,3101,0.4904,0.4049
50238-3,Hs 578T,10086-101-1,XMD11-50,10,uM,LJP6,72,hr,765,548,3101,0.1768,-0.1528
50238-3,Hs 578T,10087-101-1,XMD11-85h,0.04,uM,LJP6,72,hr,765,3051,3101,0.9836,0.9836
50238-3,Hs 578T,10087-101-1,XMD11-85h,0.12,uM,LJP6,72,hr,765,3132,3101,1.0100,1.0099
50238-3,Hs 578T,10087-101-1,XMD11-85h,0.37,uM,LJP6,72,hr,765,2984,3101,0.9618,0.9616
50238-3,Hs 578T,10087-101-1,XMD11-85h,1.11,uM,LJP6,72,hr,765,2861,3101,0.9225,0.9217
50238-3,Hs 578T,10087-101-1,XMD11-85h,3.33,uM,LJP6,72,hr,765,2622,3101,0.8455,0.8405
50238-3,Hs 578T,10087-101-1,XMD11-85h,10,uM,LJP6,72,hr,765,1235,3101,0.3981,0.2668
50238-3,Hs 578T,10091-101-1,XMD16-144,0.04,uM,LJP5,72,hr,765,1365,3148,0.4338,0.3281
50238-3,Hs 578T,10091-101-1,XMD16-144,0.12,uM,LJP5,72,hr,765,828,3148,0.2630,0.0395
50238-3,Hs 578T,10091-101-1,XMD16-144,0.37,uM,LJP5,72,hr,765,845,3148,0.2686,0.0503
50238-3,Hs 578T,10091-101-1,XMD16-144,1.11,uM,LJP5,72,hr,765,821,3148,0.2610,0.0355
50238-3,Hs 578T,10091-101-1,XMD16-144,3.33,uM,LJP5,72,hr,765,676,3148,0.2147,-0.0591
50238-3,Hs 578T,10091-101-1,XMD16-144,10,uM,LJP5,72,hr,765,361,3148,0.1147,-0.3082
50238-3,Hs 578T,10097-101-1,Erlotinib,0.04,uM,LJP5,72,hr,765,3116,3148,0.9898,0.9899
50238-3,Hs 578T,10097-101-1,Erlotinib,0.12,uM,LJP5,72,hr,765,3110,3148,0.9879,0.9880
50238-3,Hs 578T,10097-101-1,Erlotinib,0.37,uM,LJP5,72,hr,765,3032,3148,0.9632,0.9635
50238-3,Hs 578T,10097-101-1,Erlotinib,1.11,uM,LJP5,72,hr,765,2928,3148,0.9301,0.9301
50238-3,Hs 578T,10097-101-1,Erlotinib,3.33,uM,LJP5,72,hr,765,2852,3148,0.9059,0.9053
50238-3,Hs 578T,10097-101-1,Erlotinib,10,uM,LJP5,72,hr,765,1776,3148,0.5644,0.5110
50238-3,Hs 578T,10098-101-1,Gefitinib,0.04,uM,LJP6,72,hr,765,3063,3101,0.9878,0.9878
50238-3,Hs 578T,10098-101-1,Gefitinib,0.12,uM,LJP6,72,hr,765,3041,3101,0.9806,0.9807
50238-3,Hs 578T,10098-101-1,Gefitinib,0.37,uM,LJP6,72,hr,765,3018,3101,0.9731,0.9731
50238-3,Hs 578T,10098-101-1,Gefitinib,1.11,uM,LJP6,72,hr,765,3074,3101,0.9912,0.9913
50238-3,Hs 578T,10098-101-1,Gefitinib,3.33,uM,LJP6,72,hr,765,3049,3101,0.9832,0.9830
50238-3,Hs 578T,10098-101-1,Gefitinib,10,uM,LJP6,72,hr,765,2677,3101,0.8631,0.8593
50238-3,Hs 578T,10099-101-1,Nilotinib,0.04,uM,LJP5,72,hr,765,3536,3148,1.1233,1.1169
50238-3,Hs 578T,10099-101-1,Nilotinib,0.12,uM,LJP5,72,hr,765,3572,3148,1.1346,1.1276
50238-3,Hs 578T,10099-101-1,Nilotinib,0.37,uM,LJP5,72,hr,765,3523,3148,1.1192,1.1132
50238-3,Hs 578T,10099-101-1,Nilotinib,1.11,uM,LJP5,72,hr,765,3401,3148,1.0804,1.0771
50238-3,Hs 578T,10099-101-1,Nilotinib,3.33,uM,LJP5,72,hr,765,3516,3148,1.1168,1.1109
50238-3,Hs 578T,10099-101-1,Nilotinib,10,uM,LJP5,72,hr,765,662,3148,0.2105,-0.0684
50238-3,Hs 578T,10100-101-1,JNK-9L,0.04,uM,LJP6,72,hr,765,3208,3101,1.0342,1.0334
50238-3,Hs 578T,10100-101-1,JNK-9L,0.12,uM,LJP6,72,hr,765,3104,3101,1.0011,1.0011
50238-3,Hs 578T,10100-101-1,JNK-9L,0.37,uM,LJP6,72,hr,765,2814,3101,0.9072,0.9057
50238-3,Hs 578T,10100-101-1,JNK-9L,1.11,uM,LJP6,72,hr,765,1954,3101,0.6300,0.5908
50238-3,Hs 578T,10100-101-1,JNK-9L,3.33,uM,LJP6,72,hr,765,863,3101,0.2783,0.0613
50238-3,Hs 578T,10100-101-1,JNK-9L,10,uM,LJP6,72,hr,765,531,3101,0.1713,-0.1659
50238-3,Hs 578T,10101-101-1,PD0325901,0.04,uM,LJP5,72,hr,765,1689,3148,0.5367,0.4744
50238-3,Hs 578T,10101-101-1,PD0325901,0.04,uM,LJP6,72,hr,765,1638,3101,0.5285,0.4583
50238-3,Hs 578T,10101-101-1,PD0325901,0.12,uM,LJP5,72,hr,765,1435,3148,0.4559,0.3611
50238-3,Hs 578T,10101-101-1,PD0325901,0.12,uM,LJP6,72,hr,765,1399,3101,0.4513,0.3485
50238-3,Hs 578T,10101-101-1,PD0325901,0.37,uM,LJP5,72,hr,765,1349,3148,0.4285,0.3201
50238-3,Hs 578T,10101-101-1,PD0325901,0.37,uM,LJP6,72,hr,765,1299,3101,0.4188,0.2993
50238-3,Hs 578T,10101-101-1,PD0325901,1.11,uM,LJP5,72,hr,765,1144,3148,0.3635,0.2177
50238-3,Hs 578T,10101-101-1,PD0325901,1.11,uM,LJP6,72,hr,765,1101,3101,0.3549,0.1970
50238-3,Hs 578T,10101-101-1,PD0325901,3.33,uM,LJP5,72,hr,765,877,3148,0.2786,0.0688
50238-3,Hs 578T,10101-101-1,PD0325901,3.33,uM,LJP6,72,hr,765,831,3101,0.2681,0.0414
50238-3,Hs 578T,10101-101-1,PD0325901,10,uM,LJP5,72,hr,765,643,3148,0.2045,-0.0817
50238-3,Hs 578T,10101-101-1,PD0325901,10,uM,LJP6,72,hr,765,690,3101,0.2231,-0.0538
50238-3,Hs 578T,10108-101-1,Geldanamycin,0.04,uM,LJP5,72,hr,765,2541,3148,0.8071,0.8002
50238-3,Hs 578T,10108-101-1,Geldanamycin,0.04,uM,LJP6,72,hr,765,2604,3101,0.8401,0.8340
50238-3,Hs 578T,10108-101-1,Geldanamycin,0.12,uM,LJP5,72,hr,765,838,3148,0.2662,0.0452
50238-3,Hs 578T,10108-101-1,Geldanamycin,0.12,uM,LJP6,72,hr,765,963,3101,0.3110,0.1176
50238-3,Hs 578T,10108-101-1,Geldanamycin,0.37,uM,LJP5,72,hr,765,933,3148,0.2965,0.1013
50238-3,Hs 578T,10108-101-1,Geldanamycin,0.37,uM,LJP6,72,hr,765,943,3101,0.3040,0.1084
50238-3,Hs 578T,10108-101-1,Geldanamycin,1.11,uM,LJP5,72,hr,765,963,3148,0.3061,0.1194
50238-3,Hs 578T,10108-101-1,Geldanamycin,1.11,uM,LJP6,72,hr,765,890,3101,0.2871,0.0771
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP5,72,hr,765,603,3148,0.1915,-0.1109
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP6,72,hr,765,578,3101,0.1866,-0.1308
50238-3,Hs 578T,10108-101-1,Geldanamycin,10,uM,LJP5,72,hr,765,344,3148,0.1095,-0.3253
50238-3,Hs 578T,10108-101-1,Geldanamycin,10,uM,LJP6,72,hr,765,410,3101,0.1327,-0.2725
50238-3,Hs 578T,10109-101-1,YM 201636,0.04,uM,LJP5,72,hr,765,3131,3148,0.9947,0.9948
50238-3,Hs 578T,10109-101-1,YM 201636,0.12,uM,LJP5,72,hr,765,3058,3148,0.9716,0.9719
50238-3,Hs 578T,10109-101-1,YM 201636,0.37,uM,LJP5,72,hr,765,2958,3148,0.9398,0.9399
50238-3,Hs 578T,10109-101-1,YM 201636,1.11,uM,LJP5,72,hr,765,2705,3148,0.8594,0.8567
50238-3,Hs 578T,10109-101-1,YM 201636,3.33,uM,LJP5,72,hr,765,2090,3148,0.6639,0.6362
50238-3,Hs 578T,10109-101-1,YM 201636,10,uM,LJP5,72,hr,765,955,3148,0.3035,0.1126
50238-3,Hs 578T,10111-101-1,TWS119,0.04,uM,LJP5,72,hr,765,3150,3148,1.0005,1.0002
50238-3,Hs 578T,10111-101-1,TWS119,0.12,uM,LJP5,72,hr,765,3112,3148,0.9886,0.9886
50238-3,Hs 578T,10111-101-1,TWS119,0.37,uM,LJP5,72,hr,765,3044,3148,0.9671,0.9675
50238-3,Hs 578T,10111-101-1,TWS119,1.11,uM,LJP5,72,hr,765,2794,3148,0.8876,0.8865
50238-3,Hs 578T,10111-101-1,TWS119,3.33,uM,LJP5,72,hr,765,2298,3148,0.7301,0.7141
50238-3,Hs 578T,10111-101-1,TWS119,10,uM,LJP5,72,hr,765,424,3148,0.1349,-0.2511
50238-3,Hs 578T,10112-101-1,PF477736,0.04,uM,LJP5,72,hr,765,3009,3148,0.9560,0.9559
50238-3,Hs 578T,10112-101-1,PF477736,0.12,uM,LJP5,72,hr,765,1818,3148,0.5775,0.5274
50238-3,Hs 578T,10112-101-1,PF477736,0.37,uM,LJP5,72,hr,765,797,3148,0.2533,0.0201
50238-3,Hs 578T,10112-101-1,PF477736,1.11,uM,LJP5,72,hr,765,522,3148,0.1658,-0.1710
50238-3,Hs 578T,10112-101-1,PF477736,3.33,uM,LJP5,72,hr,765,532,3148,0.1692,-0.1654
50238-3,Hs 578T,10112-101-1,PF477736,10,uM,LJP5,72,hr,765,446,3148,0.1419,-0.2320
50238-3,Hs 578T,10115-102-1,LDN-193189,0.04,uM,LJP5,72,hr,765,2907,3148,0.9235,0.9235
50238-3,Hs 578T,10115-102-1,LDN-193189,0.12,uM,LJP5,72,hr,765,2856,3148,0.9074,0.9068
50238-3,Hs 578T,10115-102-1,LDN-193189,0.37,uM,LJP5,72,hr,765,2907,3148,0.9236,0.9233
50238-3,Hs 578T,10115-102-1,LDN-193189,1.11,uM,LJP5,72,hr,765,2777,3148,0.8822,0.8806
50238-3,Hs 578T,10115-102-1,LDN-193189,3.33,uM,LJP5,72,hr,765,1493,3148,0.4742,0.3873
50238-3,Hs 578T,10115-102-1,LDN-193189,10,uM,LJP5,72,hr,765,230,3148,0.0733,-0.4457
50238-3,Hs 578T,10116-101-1,PF431396,0.04,uM,LJP5,72,hr,765,2369,3148,0.7525,0.7399
50238-3,Hs 578T,10116-101-1,PF431396,0.12,uM,LJP5,72,hr,765,2114,3148,0.6715,0.6454
50238-3,Hs 578T,10116-101-1,PF431396,0.37,uM,LJP5,72,hr,765,1807,3148,0.5742,0.5238
50238-3,Hs 578T,10116-101-1,PF431396,1.11,uM,LJP5,72,hr,765,1142,3148,0.3629,0.2169
50238-3,Hs 578T,10116-101-1,PF431396,3.33,uM,LJP5,72,hr,765,921,3148,0.2926,0.0951
50238-3,Hs 578T,10116-101-1,PF431396,10,uM,LJP5,72,hr,765,489,3148,0.1554,-0.1970
50238-3,Hs 578T,10117-101-1,Celastrol,0.04,uM,LJP6,72,hr,765,3178,3101,1.0246,1.0243
50238-3,Hs 578T,10117-101-1,Celastrol,0.12,uM,LJP6,72,hr,765,3214,3101,1.0362,1.0352
50238-3,Hs 578T,10117-101-1,Celastrol,0.37,uM,LJP6,72,hr,765,2629,3101,0.8478,0.8430
50238-3,Hs 578T,10117-101-1,Celastrol,1.11,uM,LJP6,72,hr,765,1725,3101,0.5554,0.4891
50238-3,Hs 578T,10117-101-1,Celastrol,3.33,uM,LJP6,72,hr,765,618,3101,0.1994,-0.1008
50238-3,Hs 578T,10117-101-1,Celastrol,10,uM,LJP6,72,hr,765,461,3101,0.1488,-0.2225
50238-3,Hs 578T,10119-101-1,SU11274,0.04,uM,LJP5,72,hr,765,3235,3148,1.0276,1.0268
50238-3,Hs 578T,10119-101-1,SU11274,0.12,uM,LJP5,72,hr,765,3171,3148,1.0075,1.0072
50238-3,Hs 578T,10119-101-1,SU11274,0.37,uM,LJP5,72,hr,765,2978,3148,0.9460,0.9462
50238-3,Hs 578T,10119-101-1,SU11274,1.11,uM,LJP5,72,hr,765,2770,3148,0.8799,0.8784
50238-3,Hs 578T,10119-101-1,SU11274,3.33,uM,LJP5,72,hr,765,2548,3148,0.8096,0.8032
50238-3,Hs 578T,10119-101-1,SU11274,10,uM,LJP5,72,hr,765,886,3148,0.2815,0.0744
50238-3,Hs 578T,10120-102-1,Canertinib,0.04,uM,LJP6,72,hr,765,3023,3101,0.9747,0.9747
50238-3,Hs 578T,10120-102-1,Canertinib,0.12,uM,LJP6,72,hr,765,3043,3101,0.9810,0.9811
50238-3,Hs 578T,10120-102-1,Canertinib,0.37,uM,LJP6,72,hr,765,2951,3101,0.9517,0.9516
50238-3,Hs 578T,10120-102-1,Canertinib,1.11,uM,LJP6,72,hr,765,2927,3101,0.9437,0.9434
50238-3,Hs 578T,10120-102-1,Canertinib,3.33,uM,LJP6,72,hr,765,2750,3101,0.8866,0.8843
50238-3,Hs 578T,10120-102-1,Canertinib,10,uM,LJP6,72,hr,765,240,3101,0.0776,-0.4365
50238-3,Hs 578T,10122-101-1,NVP-AEW541,0.04,uM,LJP5,72,hr,765,3190,3148,1.0133,1.0129
50238-3,Hs 578T,10122-101-1,NVP-AEW541,0.12,uM,LJP5,72,hr,765,3194,3148,1.0146,1.0142
50238-3,Hs 578T,10122-101-1,NVP-AEW541,0.37,uM,LJP5,72,hr,765,3229,3148,1.0259,1.0249
50238-3,Hs 578T,10122-101-1,NVP-AEW541,1.11,uM,LJP5,72,hr,765,3168,3148,1.0066,1.0062
50238-3,Hs 578T,10122-101-1,NVP-AEW541,3.33,uM,LJP5,72,hr,765,3119,3148,0.9910,0.9910
50238-3,Hs 578T,10122-101-1,NVP-AEW541,10,uM,LJP5,72,hr,765,647,3148,0.2055,-0.0789
50238-3,Hs 578T,10125-101-1,PHA-665752,0.04,uM,LJP5,72,hr,765,3047,3148,0.9678,0.9681
50238-3,Hs 578T,10125-101-1,PHA-665752,0.12,uM,LJP5,72,hr,765,3165,3148,1.0056,1.0054
50238-3,Hs 578T,10125-101-1,PHA-665752,0.37,uM,LJP5,72,hr,765,3114,3148,0.9893,0.9895
50238-3,Hs 578T,10125-101-1,PHA-665752,1.11,uM,LJP5,72,hr,765,3076,3148,0.9773,0.9776
50238-3,Hs 578T,10125-101-1,PHA-665752,3.33,uM,LJP5,72,hr,765,2945,3148,0.9355,0.9357
50238-3,Hs 578T,10125-101-1,PHA-665752,10,uM,LJP5,72,hr,765,395,3148,0.1257,-0.2761
50238-3,Hs 578T,10126-101-1,PI103,0.04,uM,LJP6,72,hr,765,2309,3101,0.7443,0.7276
50238-3,Hs 578T,10126-101-1,PI103,0.12,uM,LJP6,72,hr,765,1429,3101,0.4608,0.3623
50238-3,Hs 578T,10126-101-1,PI103,0.37,uM,LJP6,72,hr,765,968,3101,0.3122,0.1237
50238-3,Hs 578T,10126-101-1,PI103,1.11,uM,LJP6,72,hr,765,768,3101,0.2478,0.0023
50238-3,Hs 578T,10126-101-1,PI103,3.33,uM,LJP6,72,hr,765,709,3101,0.2286,-0.0371
50238-3,Hs 578T,10126-101-1,PI103,10,uM,LJP6,72,hr,765,684,3101,0.2207,-0.0537
50238-3,Hs 578T,10127-101-1,Dovitinib,0.04,uM,LJP5,72,hr,765,2478,3148,0.7873,0.7787
50238-3,Hs 578T,10127-101-1,Dovitinib,0.12,uM,LJP5,72,hr,765,1856,3148,0.5897,0.5435
50238-3,Hs 578T,10127-101-1,Dovitinib,0.37,uM,LJP5,72,hr,765,1291,3148,0.4103,0.2926
50238-3,Hs 578T,10127-101-1,Dovitinib,1.11,uM,LJP5,72,hr,765,1196,3148,0.3800,0.2447
50238-3,Hs 578T,10127-101-1,Dovitinib,3.33,uM,LJP5,72,hr,765,1140,3148,0.3621,0.2154
50238-3,Hs 578T,10127-101-1,Dovitinib,10,uM,LJP5,72,hr,765,1157,3148,0.3677,0.2242
50238-3,Hs 578T,10128-101-1,GSK 690693,0.04,uM,LJP5,72,hr,765,2720,3148,0.8641,0.8615
50238-3,Hs 578T,10128-101-1,GSK 690693,0.12,uM,LJP5,72,hr,765,2482,3148,0.7886,0.7803
50238-3,Hs 578T,10128-101-1,GSK 690693,0.37,uM,LJP5,72,hr,765,2221,3148,0.7057,0.6855
50238-3,Hs 578T,10128-101-1,GSK 690693,1.11,uM,LJP5,72,hr,765,2134,3148,0.6779,0.6528
50238-3,Hs 578T,10128-101-1,GSK 690693,3.33,uM,LJP5,72,hr,765,2076,3148,0.6596,0.6310
50238-3,Hs 578T,10128-101-1,GSK 690693,10,uM,LJP5,72,hr,765,2102,3148,0.6679,0.6410
50238-3,Hs 578T,10132-101-1,SNS-032,0.04,uM,LJP6,72,hr,765,2328,3101,0.7507,0.7353
50238-3,Hs 578T,10132-101-1,SNS-032,0.12,uM,LJP6,72,hr,765,419,3101,0.1351,-0.2579
50238-3,Hs 578T,10132-101-1,SNS-032,0.37,uM,LJP6,72,hr,765,422,3101,0.1361,-0.2552
50238-3,Hs 578T,10132-101-1,SNS-032,1.11,uM,LJP6,72,hr,765,379,3101,0.1225,-0.2933
50238-3,Hs 578T,10132-101-1,SNS-032,3.33,uM,LJP6,72,hr,765,431,3101,0.1389,-0.2475
50238-3,Hs 578T,10132-101-1,SNS-032,10,uM,LJP6,72,hr,765,399,3101,0.1289,-0.2751
50238-3,Hs 578T,10133-101-1,Afatinib,0.04,uM,LJP6,72,hr,765,2933,3101,0.9455,0.9451
50238-3,Hs 578T,10133-101-1,Afatinib,0.12,uM,LJP6,72,hr,765,2876,3101,0.9273,0.9266
50238-3,Hs 578T,10133-101-1,Afatinib,0.37,uM,LJP6,72,hr,765,2883,3101,0.9295,0.9285
50238-3,Hs 578T,10133-101-1,Afatinib,1.11,uM,LJP6,72,hr,765,2709,3101,0.8734,0.8702
