Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,log10[max. dose (M)],R^2 (goodness of fit),log10[EC50 (M)],log10[IC50 (M)],log10[GI50 (M)],HillSlope,E_inf,E_max,AUC
10270-101-1,Oxamflatin,50541-1,T47D,-4.1759,0.9807,-5.9139,-5.9139,-6.1067,1.4120,0.0000,0.0035,5.9155
10270-101-1,Oxamflatin,50556-1,UACC-812,-4.1759,0.9071,-5.2654,-5.2656,-5.8217,1.0263,0.0000,0.0782,6.6977
10270-101-1,Oxamflatin,50557-1,UACC-893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10270-101-1,Oxamflatin,50574-1,ZR-75-1,-4.1759,0.8917,-5.2339,-5.2338,-5.8003,0.8610,0.0000,0.1221,6.5229
10270-101-1,Oxamflatin,50576-1,184B5,-4.1759,0.9703,-5.7669,-5.7673,-6.1054,0.8821,0.0000,0.0380,6.0728
10270-101-1,Oxamflatin,50578-1,HCC1187,-4.1759,0.9877,-5.9269,-5.9264,-6.2188,1.3320,0.0008,0.0055,5.9927
10270-101-1,Oxamflatin,50583-1,MCF 10A,-4.1759,0.9791,-6.0869,-6.0874,-6.1679,1.5620,0.0000,0.0010,5.9056
10270-101-1,Oxamflatin,50584-1,MCF 10F,-4.1759,0.9636,-5.3359,-5.3290,-5.4579,2.6640,0.0216,0.0224,7.2158
10270-101-1,Oxamflatin,51081-1,SUM1315MO2,-4.1759,0.9956,-5.5429,-5.5385,-5.6928,4.0000,0.0209,0.0209,6.6406
10270-101-1,Oxamflatin,51082-1,SUM149PT,-4.1759,0.9795,-6.1424,-6.1413,-6.2702,1.4165,0.0013,0.0031,5.5892
10270-101-1,Oxamflatin,51083-1,SUM159PT,-4.1759,0.9761,-6.5109,-6.5109,-6.5601,0.8270,0.0000,0.0116,5.0234
10270-101-1,Oxamflatin,51084-1,SUM185PE,-4.1759,0.8426,-5.7529,-5.7530,-6.4836,0.7646,0.0000,0.0586,6.2274
10270-101-1,Oxamflatin,51085-1,SUM225CWN,-4.1759,0.9009,-5.6769,-5.6766,-6.1498,0.9256,0.0000,0.0392,6.0229
10270-101-1,Oxamflatin,51086-1,SUM229PE,-4.1759,0.9831,-5.6699,-5.6469,-5.7802,1.5940,0.0407,0.0447,6.4204
10270-101-1,Oxamflatin,51087-1,SUM52PE,-4.1759,0.9538,-5.9724,-5.9715,-6.2501,1.1790,0.0018,0.0123,6.0320
10270-101-1,Oxamflatin,51088-1,184A1,-4.1759,0.9668,-5.5309,-5.5309,-5.8431,1.3640,0.0000,0.0140,6.5726
10270-101-1,Oxamflatin,51089-1,MCF12A,-4.1759,0.9898,-5.5399,-5.5398,-5.6994,2.0430,0.0000,0.0016,6.5077
10270-101-1,Oxamflatin,51090-1,MX1,-4.1759,0.9779,-5.9559,-5.9498,-6.3119,1.5240,0.0142,0.0143,6.2829
10270-101-1,Oxamflatin,51091-1,T47DKBLUC,-4.1759,0.9806,-5.6379,-5.6375,-5.9379,1.2920,0.0000,0.0128,6.1175
10270-101-1,Oxamflatin,51092-1,600MPE,-4.1759,0.9701,-5.0500,-5.0501,-5.5698,1.1650,0.0000,0.0875,7.0899
10270-101-1,Oxamflatin,51093-1,HCC2185,-4.1759,0.9665,-5.8699,-5.8699,-6.4501,1.2275,0.0000,0.0086,5.9490
10270-101-1,Oxamflatin,51094-1,HCC3153,-4.1759,0.9586,-5.5159,-5.5159,-5.8101,1.3400,0.0000,0.0158,6.5957
10270-101-1,Oxamflatin,51095-1,LY2,-4.1759,0.8976,-5.5809,-5.5697,-5.7705,3.0930,0.0397,0.0398,6.9704
10270-101-1,Oxamflatin,51096-1,ZR75B,-4.1759,0.9727,-6.1089,-6.1092,-6.4794,0.8264,0.0000,0.0246,5.4816
10275-101-1,(Z)-4-Hydroxytamoxifen,50029-1,MCF7,-3.7773,0.7486,-4.6808,-3.9578,-4.1395,0.4719,0.2859,0.5291,7.6945
10275-101-1,(Z)-4-Hydroxytamoxifen,50057-1,SK-BR-3,-3.7773,0.9458,-4.1586,-4.1585,-4.3487,1.5390,0.0000,0.2057,7.7884
10275-101-1,(Z)-4-Hydroxytamoxifen,50058-1,MDA-MB-231,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6721
10275-101-1,(Z)-4-Hydroxytamoxifen,50091-1,AU565,-3.7773,0.9217,-4.2236,-4.2235,-4.3989,2.7100,0.0000,0.0582,7.5460
10275-101-1,(Z)-4-Hydroxytamoxifen,50105-1,BT-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10275-101-1,(Z)-4-Hydroxytamoxifen,50106-1,BT-474,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5706
10275-101-1,(Z)-4-Hydroxytamoxifen,50107-1,BT-483,-3.7773,0.9212,-4.1778,-4.1778,-4.7020,2.0280,0.0000,0.1335,7.9566
10275-101-1,(Z)-4-Hydroxytamoxifen,50108-1,BT-549,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3077
10275-101-1,(Z)-4-Hydroxytamoxifen,50131-1,CAMA-1,-3.7773,0.8957,-4.3451,-4.3451,-4.4415,3.3760,0.0000,0.0120,7.4837
10275-101-1,(Z)-4-Hydroxytamoxifen,50205-1,HCC1143,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3859
10275-101-1,(Z)-4-Hydroxytamoxifen,50206-1,HCC1395,-3.7773,0.8642,-4.2717,-4.2717,-4.4051,4.0000,0.0000,0.0104,8.1883
10275-101-1,(Z)-4-Hydroxytamoxifen,50207-1,HCC1419,-3.7773,0.8537,-4.2080,-4.2080,-4.5796,1.8640,0.0000,0.1360,8.5161
10275-101-1,(Z)-4-Hydroxytamoxifen,50208-1,HCC1428,-3.7773,0.7209,-4.2667,-4.2667,NaN,0.3206,0.0000,0.4106,6.8703
10275-101-1,(Z)-4-Hydroxytamoxifen,50210-1,HCC1569,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8258
10275-101-1,(Z)-4-Hydroxytamoxifen,50211-1,HCC1806,-3.7773,0.9938,-4.8683,-4.8664,-4.9281,3.7420,0.0068,0.0069,7.0683
10275-101-1,(Z)-4-Hydroxytamoxifen,50212-1,HCC1937,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6388
10275-101-1,(Z)-4-Hydroxytamoxifen,50213-1,HCC1954,-3.7773,0.8397,-4.3094,-4.3094,-4.5234,1.3460,0.0000,0.1612,7.9852
10275-101-1,(Z)-4-Hydroxytamoxifen,50214-1,HCC202,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9789
10275-101-1,(Z)-4-Hydroxytamoxifen,50216-1,HCC38,-3.7773,0.9421,-4.1358,-4.1358,-4.2562,2.2120,0.0000,0.1387,8.5309
10275-101-1,(Z)-4-Hydroxytamoxifen,50219-1,HCC70,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5899
10275-101-1,(Z)-4-Hydroxytamoxifen,50238-1,Hs 578T,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9568
10275-101-1,(Z)-4-Hydroxytamoxifen,50324-1,MB 157,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4451
10275-101-1,(Z)-4-Hydroxytamoxifen,50327-1,MDA-MB-134-VI,-3.7773,0.7481,-3.0115,-3.7773,NaN,0.2750,0.0000,0.6189,7.7008
10275-101-1,(Z)-4-Hydroxytamoxifen,50328-1,MDA-MB-157,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5487
10275-101-1,(Z)-4-Hydroxytamoxifen,50329-1,MDA-MB-175-VII,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5552
10275-101-1,(Z)-4-Hydroxytamoxifen,50331-1,MDA-MB-361,-3.7773,0.7548,-4.1147,-4.1147,-4.3271,1.4940,0.0000,0.2385,8.4179
10275-101-1,(Z)-4-Hydroxytamoxifen,50333-1,MDA-MB-436,-3.7773,0.9195,-4.4542,-4.4538,-4.5542,3.9910,0.0022,0.0041,7.8648
10275-101-1,(Z)-4-Hydroxytamoxifen,50334-1,MDA-MB-453,-3.7773,0.9162,-4.4346,-4.4346,-4.5472,3.0095,0.0000,0.0956,7.7446
10275-101-1,(Z)-4-Hydroxytamoxifen,50335-1,MDA-MB-468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10275-101-1,(Z)-4-Hydroxytamoxifen,50541-1,T47D,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1085
10275-101-1,(Z)-4-Hydroxytamoxifen,50556-1,UACC-812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10275-101-1,(Z)-4-Hydroxytamoxifen,50557-1,UACC-893,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6947
10275-101-1,(Z)-4-Hydroxytamoxifen,50574-1,ZR-75-1,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4170
10275-101-1,(Z)-4-Hydroxytamoxifen,50576-1,184B5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10275-101-1,(Z)-4-Hydroxytamoxifen,50578-1,HCC1187,-3.7773,0.8732,-4.5926,-4.5899,-4.9008,3.1460,0.0097,0.0124,8.1621
10275-101-1,(Z)-4-Hydroxytamoxifen,50583-1,MCF 10A,-3.7773,0.8658,-4.4239,-4.4238,-4.4751,3.0320,0.0000,0.0026,7.8861
10275-101-1,(Z)-4-Hydroxytamoxifen,50584-1,MCF 10F,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3620
10275-101-1,(Z)-4-Hydroxytamoxifen,51081-1,SUM1315MO2,-3.7773,0.9741,-4.2677,-4.2677,-4.4471,3.9990,0.0000,0.0108,8.3928
10275-101-1,(Z)-4-Hydroxytamoxifen,51082-1,SUM149PT,-3.7773,0.9395,-4.3476,-4.3475,-4.3713,2.8340,0.0000,0.0236,8.1015
10275-101-1,(Z)-4-Hydroxytamoxifen,51083-1,SUM159PT,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8167
10275-101-1,(Z)-4-Hydroxytamoxifen,51084-1,SUM185PE,-3.7773,0.9923,-4.9263,-4.9251,-5.0872,4.0000,0.0050,0.0050,7.0261
10275-101-1,(Z)-4-Hydroxytamoxifen,51085-1,SUM225CWN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10275-101-1,(Z)-4-Hydroxytamoxifen,51086-1,SUM229PE,-3.7773,0.8805,-5.0583,-5.0581,-5.4005,0.7517,0.0000,0.0982,6.9534
10275-101-1,(Z)-4-Hydroxytamoxifen,51087-1,SUM52PE,-3.7773,0.9190,-4.5063,-4.5064,-4.7625,0.9640,0.0000,0.1654,7.6936
10275-101-1,(Z)-4-Hydroxytamoxifen,51088-1,184A1,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4030
10275-101-1,(Z)-4-Hydroxytamoxifen,51089-1,MCF12A,-3.7773,0.9773,-4.8593,-4.8587,-4.9190,3.3100,0.0039,0.0042,7.5998
10275-101-1,(Z)-4-Hydroxytamoxifen,51090-1,MX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10275-101-1,(Z)-4-Hydroxytamoxifen,51091-1,T47DKBLUC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10275-101-1,(Z)-4-Hydroxytamoxifen,51092-1,600MPE,-3.7773,0.8387,-4.2437,-4.2145,-4.2804,3.8450,0.1042,0.1364,8.2503
10275-101-1,(Z)-4-Hydroxytamoxifen,51093-1,HCC2185,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4996
10275-101-1,(Z)-4-Hydroxytamoxifen,51094-1,HCC3153,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9043
10275-101-1,(Z)-4-Hydroxytamoxifen,51095-1,LY2,-3.7773,0.8952,-4.1659,-4.1659,-4.3069,2.0710,0.0000,0.1355,7.4854
10275-101-1,(Z)-4-Hydroxytamoxifen,51096-1,ZR75B,-3.7773,0.8147,-4.2372,-4.2372,-4.7488,0.8060,0.0000,0.2987,7.6699
10276-101-1,TCS 2312,50029-1,MCF7,-4.4776,0.9777,-5.7676,-5.7677,-6.0070,1.4600,0.0000,0.0129,6.5153
10276-101-1,TCS 2312,50057-1,SK-BR-3,-4.4776,0.9337,-5.9966,-5.9970,-6.2957,1.3310,0.0000,0.0094,6.1078
10276-101-1,TCS 2312,50058-1,MDA-MB-231,-4.4776,0.8250,-6.0666,-6.0477,-6.0895,3.9980,0.0787,0.0787,7.3576
10276-101-1,TCS 2312,50091-1,AU565,-4.4776,0.9759,-6.4866,-6.4847,-6.5654,3.9990,0.0109,0.0109,5.8846
10276-101-1,TCS 2312,50105-1,BT-20,-4.4776,0.9518,-5.6116,-5.5580,-5.7904,2.0580,0.1128,0.1172,6.9715
10276-101-1,TCS 2312,50106-1,BT-474,-4.4776,0.8811,-5.9406,-5.5397,-6.2470,1.1490,0.3070,0.3295,7.0540
10276-101-1,TCS 2312,50107-1,BT-483,-4.4776,0.9387,-5.8331,-4.9545,-6.2125,1.4100,0.4661,0.4781,7.6928
10276-101-1,TCS 2312,50108-1,BT-549,-4.4776,0.9728,-6.3076,-6.2951,-6.3431,2.3960,0.0325,0.0326,5.9454
10276-101-1,TCS 2312,50131-1,CAMA-1,-4.4776,0.9568,-5.7756,-5.7308,-6.1203,1.3850,0.0641,0.0818,6.5700
10276-101-1,TCS 2312,50205-1,HCC1143,-4.4776,0.9582,-6.4956,-6.4399,-6.5542,2.4380,0.1341,0.1341,6.0207
10276-101-1,TCS 2312,50206-1,HCC1395,-4.4776,0.9530,-6.5321,-6.4950,-7.0285,0.8618,0.0321,0.0486,5.5994
10276-101-1,TCS 2312,50207-1,HCC1419,-4.4776,0.8778,-5.7316,-5.5173,-5.9623,1.8130,0.2953,0.2990,7.1514
10276-101-1,TCS 2312,50208-1,HCC1428,-4.4776,0.9819,-5.8671,-5.8401,-6.1520,1.8705,0.0544,0.0568,6.5391
10276-101-1,TCS 2312,50210-1,HCC1569,-4.4776,0.9706,-6.2511,-6.1864,-6.3416,3.1770,0.1869,0.1869,6.4763
10276-101-1,TCS 2312,50211-1,HCC1806,-4.4776,0.9584,-6.1976,-6.1902,-6.2588,2.8340,0.0233,0.0233,5.8777
10276-101-1,TCS 2312,50212-1,HCC1937,-4.4776,0.9475,-6.2886,-6.1806,-6.5699,1.1010,0.1201,0.1289,6.1198
10276-101-1,TCS 2312,50213-1,HCC1954,-4.4776,0.9016,-5.5376,-5.4278,-5.5449,3.5230,0.2948,0.2949,7.9499
10276-101-1,TCS 2312,50214-1,HCC202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10276-101-1,TCS 2312,50216-1,HCC38,-4.4776,0.9816,-6.9366,-6.9263,-7.0217,2.7685,0.0319,0.0319,5.0339
10276-101-1,TCS 2312,50219-1,HCC70,-4.4776,0.9824,-6.4221,-6.4147,-6.5803,2.7325,0.0241,0.0241,5.7942
10276-101-1,TCS 2312,50238-1,Hs 578T,-4.4776,0.9857,-6.0736,-6.0439,-6.1500,1.6190,0.0528,0.0552,6.2493
10276-101-1,TCS 2312,50324-1,MB 157,-4.4776,0.9897,-6.3886,-6.3458,-6.4006,4.0000,0.1633,0.1633,6.3309
10276-101-1,TCS 2312,50327-1,MDA-MB-134-VI,-4.4776,0.9188,-5.6986,-5.5117,-5.7896,2.5390,0.3777,0.3863,7.6140
10276-101-1,TCS 2312,50328-1,MDA-MB-157,-4.4776,0.9847,-6.7216,-6.7088,-6.8055,4.0000,0.0542,0.0542,5.6916
10276-101-1,TCS 2312,50329-1,MDA-MB-175-VII,-4.4776,0.8619,-5.6106,-4.4776,-5.9556,0.9789,0.3623,0.5772,7.8359
10276-101-1,TCS 2312,50331-1,MDA-MB-361,-4.4776,0.9730,-6.2196,-6.1321,-6.5555,1.6670,0.1403,0.1415,6.7188
10276-101-1,TCS 2312,50333-1,MDA-MB-436,-4.4776,0.9429,-6.3306,-6.2105,-6.4402,2.9880,0.2816,0.2816,6.9652
10276-101-1,TCS 2312,50334-1,MDA-MB-453,-4.4776,0.9886,-6.0106,-6.0097,-6.3186,1.3850,0.0007,0.0082,6.1418
10276-101-1,TCS 2312,50335-1,MDA-MB-468,-4.4776,0.9842,-6.1956,-6.1897,-6.2343,4.0000,0.0255,0.0255,6.0150
10276-101-1,TCS 2312,50541-1,T47D,-4.4776,0.9580,-5.9286,-5.8155,-5.9240,3.9970,0.3241,0.3241,7.1817
10276-101-1,TCS 2312,50556-1,UACC-812,-4.4776,0.9581,-5.7536,-5.6759,-6.0233,1.4460,0.2562,0.2683,7.0031
10276-101-1,TCS 2312,50557-1,UACC-893,-4.4776,0.9780,-5.8956,-5.8828,-6.2477,2.2180,0.0323,0.0330,6.3885
10276-101-1,TCS 2312,50574-1,ZR-75-1,-4.4776,0.8659,-5.6386,-5.5092,-6.1816,0.9953,0.1520,0.2913,6.9206
10276-101-1,TCS 2312,50576-1,184B5,-4.4776,0.9653,-6.2456,-6.1818,-6.3464,2.2300,0.1387,0.1388,6.5019
10276-101-1,TCS 2312,50578-1,HCC1187,-4.4776,0.9788,-5.9906,-5.9797,-6.1009,3.3115,0.0380,0.0380,6.3255
10276-101-1,TCS 2312,50583-1,MCF 10A,-4.4776,0.9646,-5.9026,-5.8971,-5.9255,4.0000,0.0235,0.0235,6.6063
10276-101-1,TCS 2312,50584-1,MCF 10F,-4.4776,0.9578,-5.6206,-5.6036,-5.6971,2.7820,0.0511,0.0517,7.1830
10276-101-1,TCS 2312,51081-1,SUM1315MO2,-4.4776,0.9728,-6.1096,-6.1001,-6.5146,1.3735,0.0148,0.0222,6.1894
10276-101-1,TCS 2312,51082-1,SUM149PT,-4.4776,0.9815,-6.5496,-6.5404,-6.6528,1.9745,0.0200,0.0203,5.7115
10276-101-1,TCS 2312,51083-1,SUM159PT,-4.4776,0.9371,-6.2601,-6.2497,-6.2669,3.8625,0.0454,0.0454,6.1107
10276-101-1,TCS 2312,51084-1,SUM185PE,-4.4776,0.8544,-6.4236,-6.2384,-6.8515,0.9828,0.1713,0.1813,6.5487
10276-101-1,TCS 2312,51085-1,SUM225CWN,-4.4776,0.8897,-5.8876,-5.7337,-6.1060,1.6380,0.2164,0.2243,7.2159
10276-101-1,TCS 2312,51086-1,SUM229PE,-4.4776,0.8955,-5.9426,-5.7883,-5.9245,2.1750,0.2686,0.2691,7.2144
10276-101-1,TCS 2312,51087-1,SUM52PE,-4.4776,0.9618,-6.3121,-6.2181,-6.4374,2.0240,0.1728,0.1729,6.4488
10276-101-1,TCS 2312,51088-1,184A1,-4.4776,0.9449,-6.2116,-6.1148,-6.2991,2.3240,0.2026,0.2027,6.7051
10276-101-1,TCS 2312,51089-1,MCF12A,-4.4776,0.9764,-6.0606,-5.9924,-6.1961,1.4460,0.1040,0.1091,6.5078
10276-101-1,TCS 2312,51090-1,MX1,-4.4776,0.9835,-6.3416,-6.3361,-6.7392,2.7740,0.0199,0.0199,5.9962
10276-101-1,TCS 2312,51091-1,T47DKBLUC,-4.4776,0.9797,-5.5356,-5.2637,-5.5326,3.9950,0.4590,0.4590,7.8743
10276-101-1,TCS 2312,51092-1,600MPE,-4.4776,0.9624,-5.9916,-5.9100,-6.0910,2.9930,0.2143,0.2143,6.8374
10276-101-1,TCS 2312,51093-1,HCC2185,-4.4776,0.8455,-5.7356,-4.9200,-5.8538,2.9095,0.4194,0.4221,7.6084
10276-101-1,TCS 2312,51094-1,HCC3153,-4.4776,0.9711,-6.1991,-6.1761,-6.3570,2.6270,0.0637,0.0638,6.2979
10276-101-1,TCS 2312,51095-1,LY2,-4.4776,0.9608,-6.1986,-6.1984,-6.6926,1.0000,0.0000,0.0187,5.7388
10276-101-1,TCS 2312,51096-1,ZR75B,-4.4776,0.9280,-6.0016,-5.9052,-6.1171,1.5770,0.1481,0.1515,6.7921
10277-101-1,Temsirolimus,50029-1,MCF7,-3.8761,0.8316,-5.1011,-5.1008,-5.7896,0.4175,0.0000,0.2355,6.3411
10277-101-1,Temsirolimus,50057-1,SK-BR-3,-3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2651
10277-101-1,Temsirolimus,50058-1,MDA-MB-231,-3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.8353
10277-101-1,Temsirolimus,50091-1,AU565,-3.8761,0.8897,-6.2321,-6.2320,NaN,0.2802,0.0000,0.1795,4.9226
10277-101-1,Temsirolimus,50105-1,BT-20,-3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5502
10277-101-1,Temsirolimus,50106-1,BT-474,-3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8454
10277-101-1,Temsirolimus,50107-1,BT-483,-3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7311
10277-101-1,Temsirolimus,50108-1,BT-549,-3.8761,0.8458,-6.1601,-6.1599,NaN,0.2987,0.0000,0.1721,5.0558
10277-101-1,Temsirolimus,50131-1,CAMA-1,-3.8761,0.9061,-6.1471,-6.1472,-7.3708,0.3358,0.0000,0.1473,5.1614
10277-101-1,Temsirolimus,50205-1,HCC1143,-3.8761,0.7860,-5.3661,-5.3657,NaN,0.3305,0.0000,0.2435,5.8156
10277-101-1,Temsirolimus,50206-1,HCC1395,-3.8761,0.8439,-4.5666,-4.5666,-5.1098,1.1275,0.0000,0.1457,6.9062
10277-101-1,Temsirolimus,50207-1,HCC1419,-3.8761,0.7668,-5.1381,-5.1378,NaN,0.3556,0.0000,0.2625,6.3054
10277-101-1,Temsirolimus,50208-1,HCC1428,-3.8761,0.7918,-4.8098,-4.8099,-5.8112,0.5428,0.0000,0.2390,6.4956
10277-101-1,Temsirolimus,50210-1,HCC1569,-3.8761,0.7749,-4.9524,-4.9524,-5.5033,0.4159,0.0000,0.2814,6.3529
10277-101-1,Temsirolimus,50211-1,HCC1806,-3.8761,0.8494,-4.5955,-4.5956,-4.7826,0.9760,0.0000,0.1657,7.0039
10277-101-1,Temsirolimus,50212-1,HCC1937,-3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0445
10277-101-1,Temsirolimus,50213-1,HCC1954,-3.8761,0.7828,-5.6971,-5.6974,NaN,0.2574,0.0000,0.2536,5.4665
10277-101-1,Temsirolimus,50214-1,HCC202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10277-101-1,Temsirolimus,50216-1,HCC38,-3.8761,0.8186,-5.6571,-5.6573,NaN,0.2527,0.0000,0.2618,5.3829
10277-101-1,Temsirolimus,50219-1,HCC70,-3.8761,0.7768,-5.2526,-5.2526,NaN,0.2788,0.0000,0.2942,5.9779
10277-101-1,Temsirolimus,50238-1,Hs 578T,-3.8761,0.8558,-4.5723,-4.5723,-4.7313,0.8700,0.0000,0.1987,7.0979
10277-101-1,Temsirolimus,50324-1,MB 157,-3.8761,0.8548,-6.0781,-6.0777,NaN,0.2809,0.0000,0.1940,5.1396
10277-101-1,Temsirolimus,50327-1,MDA-MB-134-VI,-3.8761,0.8091,-5.1301,-5.1297,NaN,0.3561,0.0000,0.2635,5.9702
10277-101-1,Temsirolimus,50328-1,MDA-MB-157,-3.8761,0.8687,-4.4201,-4.4201,-4.8037,2.0790,0.0000,0.0689,7.1703
10277-101-1,Temsirolimus,50329-1,MDA-MB-175-VII,-3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5515
10277-101-1,Temsirolimus,50331-1,MDA-MB-361,-3.8761,0.8626,-5.0426,-5.0426,-6.5629,0.4436,0.0000,0.2351,6.2507
10277-101-1,Temsirolimus,50333-1,MDA-MB-436,-3.8761,0.9682,-4.2663,-4.2560,-4.3658,3.9990,0.0454,0.0710,8.1143
10277-101-1,Temsirolimus,50334-1,MDA-MB-453,-3.8761,0.8964,-5.9381,-5.8199,-7.1002,0.3240,0.0423,0.2116,5.5554
10277-101-1,Temsirolimus,50335-1,MDA-MB-468,-3.8761,0.7980,-5.0041,-5.0044,-5.2034,0.4378,0.0000,0.2428,6.4896
10277-101-1,Temsirolimus,50541-1,T47D,-3.8761,0.8509,-5.3241,-5.3243,NaN,0.3370,0.0000,0.2453,5.8882
10277-101-1,Temsirolimus,50556-1,UACC-812,-3.8761,0.8946,-5.2671,-5.2667,-6.3206,0.5283,0.0000,0.1556,6.1769
10277-101-1,Temsirolimus,50557-1,UACC-893,-3.8761,0.8398,-4.8085,-4.8087,-6.2958,0.5677,0.0000,0.2281,6.7268
10277-101-1,Temsirolimus,50574-1,ZR-75-1,-3.8761,0.8384,-5.7221,-5.7220,NaN,0.2954,0.0000,0.2217,5.2885
10277-101-1,Temsirolimus,50576-1,184B5,-3.8761,0.7769,-5.0471,-5.0472,-5.6072,0.7344,0.0000,0.1213,6.2810
10277-101-1,Temsirolimus,50578-1,HCC1187,-3.8761,0.8466,-5.2591,-5.2589,NaN,0.3503,0.0000,0.2469,5.9966
10277-101-1,Temsirolimus,50583-1,MCF 10A,-3.8761,0.8618,-6.1221,-6.1219,NaN,0.3292,0.0000,0.1542,5.0694
10277-101-1,Temsirolimus,50584-1,MCF 10F,-3.8761,0.7792,-5.3001,-5.3001,NaN,0.2879,0.0000,0.2801,5.9814
10277-101-1,Temsirolimus,51081-1,SUM1315MO2,-3.8761,0.7631,-4.9155,-4.9153,-5.8530,0.4026,0.0000,0.2824,6.4714
10277-101-1,Temsirolimus,51082-1,SUM149PT,-3.8761,0.8466,-5.3241,-5.3242,-5.5175,0.6062,0.0000,0.1192,5.9680
10277-101-1,Temsirolimus,51083-1,SUM159PT,-3.8761,0.8214,-6.5161,-6.5159,-6.6252,0.3483,0.0000,0.1075,4.7580
10277-101-1,Temsirolimus,51084-1,SUM185PE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10277-101-1,Temsirolimus,51085-1,SUM225CWN,-3.8761,0.8593,-6.0851,-6.0846,NaN,0.3143,0.0000,0.1682,4.9875
10277-101-1,Temsirolimus,51086-1,SUM229PE,-3.8761,0.8343,-4.7532,-4.7533,-4.9339,0.9252,0.0000,0.1337,6.8083
10277-101-1,Temsirolimus,51087-1,SUM52PE,-3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1075
10277-101-1,Temsirolimus,51088-1,184A1,-3.8761,0.8752,-5.6471,-5.6474,-6.3554,0.4855,0.0000,0.1213,5.6660
10277-101-1,Temsirolimus,51089-1,MCF12A,-3.8761,0.9307,-4.9181,-4.9179,-5.1132,1.4905,0.0000,0.0431,6.6853
10277-101-1,Temsirolimus,51090-1,MX1,-3.8761,0.8490,-4.7363,-4.7363,-5.4015,0.7186,0.0000,0.1942,6.8333
10277-101-1,Temsirolimus,51091-1,T47DKBLUC,-3.8761,0.8557,-4.3017,-4.3017,-4.7105,1.6890,0.0000,0.1605,7.3818
10277-101-1,Temsirolimus,51092-1,600MPE,-3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1096
10277-101-1,Temsirolimus,51093-1,HCC2185,-3.8761,0.7759,-5.3431,-5.3430,NaN,0.2905,0.0000,0.2727,5.8405
10277-101-1,Temsirolimus,51094-1,HCC3153,-3.8761,0.7482,-4.8529,-4.8529,-5.3311,0.4125,0.0000,0.2834,6.6379
10277-101-1,Temsirolimus,51095-1,LY2,-3.8761,0.7428,-5.4146,-5.4148,NaN,0.3363,0.0000,0.2349,5.8972
10277-101-1,Temsirolimus,51096-1,ZR75B,-3.8761,0.8815,-6.1101,-6.0135,-7.0029,0.2982,0.0321,0.2038,5.2739
