Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,42.67,771.67,744,5155,0.1443,-0.0132,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,44.89,771.67,837,5541,0.1510,0.0290,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,44.89,771.67,756,5541,0.1364,-0.0072,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,47.11,771.67,787,5941,0.1325,0.0067,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,47.11,771.67,723,5941,0.1217,-0.0219,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,49.33,771.67,820,6392,0.1283,0.0201,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,49.33,771.67,747,6392,0.1169,-0.0106,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,51.55,771.67,801,6829,0.1173,0.0119,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,51.55,771.67,762,6829,0.1116,-0.0040,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,53.77,771.67,814,7256,0.1122,0.0167,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,53.77,771.67,759,7256,0.1046,-0.0051,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,55.99,771.67,829,7690,0.1078,0.0218,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,55.99,771.67,758,7690,0.0986,-0.0054,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,58.21,771.67,799,8085,0.0988,0.0103,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,58.21,771.67,762,8085,0.0942,-0.0037,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,60.44,771.67,821,8530,0.0962,0.0180,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,60.44,771.67,752,8530,0.0882,-0.0074,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,62.66,771.67,812,8978,0.0904,0.0145,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,62.66,771.67,732,8978,0.0815,-0.0148,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,64.88,771.67,813,9447,0.0861,0.0145,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,64.88,771.67,763,9447,0.0808,-0.0031,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,67.10,771.67,805,9800,0.0821,0.0116,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,67.10,771.67,735,9800,0.0750,-0.0132,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,69.32,771.67,820,10212,0.0803,0.0164,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,69.32,771.67,741,10212,0.0726,-0.0108,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,71.54,771.67,833,10532,0.0791,0.0205,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,71.54,771.67,738,10532,0.0701,-0.0118,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,73.76,771.67,831,10851,0.0766,0.0196,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,73.76,771.67,734,10851,0.0676,-0.0130,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,76.02,771.67,825,11106,0.0743,0.0175,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,76.02,771.67,741,11106,0.0667,-0.0105,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,78.25,771.67,835,11367,0.0735,0.0205,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,78.25,771.67,743,11367,0.0654,-0.0097,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,80.48,771.67,832,11685,0.0712,0.0194,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,80.48,771.67,719,11685,0.0615,-0.0179,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,82.69,771.67,858,11974,0.0717,0.0272,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,82.69,771.67,746,11974,0.0623,-0.0085,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,84.92,771.67,849,12266,0.0692,0.0242,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,84.92,771.67,746,12266,0.0608,-0.0084,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,87.14,771.67,849,12592,0.0674,0.0240,MN20160304_L01,D17
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,87.14,771.67,717,12592,0.0569,-0.0181,MN20160304_L01,G08
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,2.49,771.67,836,867,0.9634,0.6048,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,2.49,771.67,906,867,1.0441,1.5804,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,4.71,771.67,837,956,0.8752,0.3002,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,4.71,771.67,898,956,0.9390,0.6319,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,6.94,771.67,828,1045,0.7923,0.1747,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,6.94,771.67,877,1045,0.8391,0.3396,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,9.16,771.67,860,1138,0.7554,0.2131,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,9.16,771.67,862,1138,0.7571,0.2181,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,11.56,771.67,853,1280,0.6661,0.1470,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,11.56,771.67,876,1280,0.6840,0.1895,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,13.78,771.67,847,1459,0.5802,0.1066,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,13.78,771.67,877,1459,0.6008,0.1493,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,16.00,771.67,823,1585,0.5191,0.0640,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,16.00,771.67,848,1585,0.5349,0.0950,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,18.22,771.67,811,1741,0.4657,0.0432,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,18.22,771.67,875,1741,0.5025,0.1130,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,20.44,771.67,844,1910,0.4417,0.0709,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,20.44,771.67,867,1910,0.4537,0.0931,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,22.66,771.67,856,2141,0.3997,0.0730,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,22.66,771.67,854,2141,0.3988,0.0713,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,24.89,771.67,849,2397,0.3541,0.0601,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,24.89,771.67,880,2397,0.3670,0.0836,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,27.11,771.67,845,2675,0.3159,0.0519,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,27.11,771.67,838,2675,0.3133,0.0471,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,29.33,771.67,863,2939,0.2936,0.0597,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,29.33,771.67,875,2939,0.2977,0.0673,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,31.55,771.67,875,3196,0.2737,0.0632,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,31.55,771.67,881,3196,0.2756,0.0668,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,33.78,771.67,847,3499,0.2420,0.0436,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,33.78,771.67,873,3499,0.2495,0.0582,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,36.00,771.67,827,3884,0.2129,0.0301,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,36.00,771.67,904,3884,0.2327,0.0702,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,38.22,771.67,854,4299,0.1986,0.0418,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,38.22,771.67,882,4299,0.2051,0.0554,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,40.44,771.67,885,4738,0.1868,0.0537,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,40.44,771.67,891,4738,0.1880,0.0565,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,42.67,771.67,898,5155,0.1742,0.0569,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,42.67,771.67,902,5155,0.1750,0.0586,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,44.89,771.67,837,5541,0.1510,0.0290,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,44.89,771.67,887,5541,0.1601,0.0502,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,47.11,771.67,860,5941,0.1447,0.0375,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,47.11,771.67,894,5941,0.1505,0.0512,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,49.33,771.67,833,6392,0.1303,0.0254,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,49.33,771.67,846,6392,0.1323,0.0306,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,51.55,771.67,856,6829,0.1253,0.0335,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,51.55,771.67,829,6829,0.1214,0.0230,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,53.77,771.67,821,7256,0.1131,0.0194,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,53.77,771.67,875,7256,0.1206,0.0396,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,55.99,771.67,813,7690,0.1057,0.0159,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,55.99,771.67,807,7690,0.1049,0.0136,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,58.21,771.67,829,8085,0.1025,0.0214,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,58.21,771.67,811,8085,0.1003,0.0148,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,60.44,771.67,845,8530,0.0991,0.0265,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,60.44,771.67,867,8530,0.1016,0.0342,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,62.66,771.67,877,8978,0.0977,0.0368,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,62.66,771.67,877,8978,0.0977,0.0368,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,64.88,771.67,864,9447,0.0915,0.0318,MN20160304_L01,J18
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,64.88,771.67,823,9447,0.0871,0.0180,MN20160304_L01,J20
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,67.10,771.67,843,9800,0.0860,0.0244,MN20160304_L01,J18
