Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,18.95,770.25,640,1832,0.3493,-0.1377,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,18.95,770.25,658,1832,0.3591,-0.1184,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,21.17,770.25,595,2008,0.2963,-0.1703,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,21.17,770.25,629,2008,0.3132,-0.1363,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,23.39,770.25,556,2244,0.2477,-0.1904,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,23.39,770.25,547,2244,0.2437,-0.1989,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,25.62,770.25,506,2514,0.2012,-0.2182,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,25.62,770.25,439,2514,0.1746,-0.2806,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,27.84,770.25,471,2833,0.1662,-0.2303,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,27.84,770.25,351,2833,0.1239,-0.3418,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,30.06,770.25,396,3106,0.1275,-0.2816,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,30.06,770.25,283,3106,0.0911,-0.3921,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,32.28,770.25,343,3392,0.1011,-0.3149,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,32.28,770.25,242,3392,0.0713,-0.4180,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,34.50,770.25,332,3712,0.0894,-0.3099,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,34.50,770.25,207,3712,0.0558,-0.4396,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,36.73,770.25,289,4086,0.0707,-0.3345,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,36.73,770.25,183,4086,0.0448,-0.4496,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,38.95,770.25,279,4543,0.0614,-0.3274,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,38.95,770.25,157,4543,0.0346,-0.4627,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,41.17,770.25,261,5010,0.0521,-0.3301,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,41.17,770.25,155,5010,0.0309,-0.4476,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,43.39,770.25,239,5404,0.0442,-0.3406,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,43.39,770.25,155,5404,0.0287,-0.4347,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,45.61,770.25,267,5813,0.0459,-0.3047,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,45.61,770.25,145,5813,0.0249,-0.4360,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,47.83,770.25,251,6223,0.0403,-0.3106,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,47.83,770.25,136,6223,0.0219,-0.4375,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,50.05,770.25,251,6629,0.0379,-0.3031,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,50.05,770.25,129,6629,0.0195,-0.4375,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,52.27,770.25,206,7058,0.0292,-0.3381,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,52.27,770.25,136,7058,0.0193,-0.4187,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,54.49,770.25,217,7555,0.0287,-0.3193,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,54.49,770.25,134,7555,0.0177,-0.4119,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,56.71,770.25,207,8001,0.0259,-0.3223,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,56.71,770.25,145,8001,0.0181,-0.3901,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,58.94,770.25,207,8444,0.0245,-0.3164,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,58.94,770.25,145,8444,0.0172,-0.3833,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,61.16,770.25,214,8892,0.0241,-0.3044,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,61.16,770.25,123,8892,0.0138,-0.4054,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,63.39,770.25,205,9326,0.0220,-0.3078,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,63.39,770.25,144,9326,0.0154,-0.3725,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,65.61,770.25,189,9736,0.0194,-0.3188,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,65.61,770.25,142,9736,0.0146,-0.3700,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,67.83,770.25,216,10078,0.0214,-0.2902,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,67.83,770.25,146,10078,0.0145,-0.3613,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,70.05,770.25,197,10413,0.0189,-0.3044,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,70.05,770.25,135,10413,0.0130,-0.3709,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,72.27,770.25,190,10730,0.0177,-0.3081,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,72.27,770.25,157,10730,0.0146,-0.3420,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,74.50,770.25,198,10991,0.0180,-0.2983,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,74.50,770.25,150,10991,0.0136,-0.3473,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,76.75,770.25,192,11262,0.0170,-0.3016,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,76.75,770.25,159,11262,0.0141,-0.3348,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,78.98,770.25,192,11518,0.0167,-0.2995,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,78.98,770.25,157,11518,0.0136,-0.3347,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,81.20,770.25,203,11766,0.0173,-0.2876,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,81.20,770.25,158,11766,0.0134,-0.3315,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,83.42,770.25,178,12031,0.0148,-0.3089,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,83.42,770.25,154,12031,0.0128,-0.3337,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,85.64,770.25,189,12287,0.0154,-0.2965,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,85.64,770.25,171,12287,0.0139,-0.3139,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,87.86,770.25,185,12543,0.0147,-0.2984,MN20160304_L02,H21
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,87.86,770.25,169,12543,0.0135,-0.3140,MN20160304_L02,N20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,3.21,770.25,824,904,0.9109,0.3375,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,3.21,770.25,807,904,0.8921,0.2225,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,5.44,770.25,797,1012,0.7870,0.0903,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,5.44,770.25,801,1012,0.7909,0.1042,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,7.66,770.25,792,1090,0.7266,0.0572,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,7.66,770.25,782,1090,0.7174,0.0307,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,10.06,770.25,740,1218,0.6073,-0.0587,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,10.06,770.25,754,1218,0.6188,-0.0317,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,12.28,770.25,717,1358,0.5279,-0.0838,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,12.28,770.25,709,1358,0.5220,-0.0963,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,14.50,770.25,600,1497,0.4007,-0.2293,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,14.50,770.25,621,1497,0.4148,-0.2012,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,16.73,770.25,641,1664,0.3851,-0.1523,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,16.73,770.25,621,1664,0.3731,-0.1761,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,18.95,770.25,578,1832,0.3154,-0.2052,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,18.95,770.25,583,1832,0.3181,-0.1997,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,21.17,770.25,557,2008,0.2773,-0.2090,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,21.17,770.25,503,2008,0.2505,-0.2652,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,23.39,770.25,527,2244,0.2348,-0.2180,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,23.39,770.25,459,2244,0.2045,-0.2850,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,25.62,770.25,525,2514,0.2088,-0.2011,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,25.62,770.25,340,2514,0.1352,-0.3806,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,27.84,770.25,452,2833,0.1595,-0.2470,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,27.84,770.25,271,2833,0.0956,-0.4264,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,30.06,770.25,465,3106,0.1497,-0.2219,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,30.06,770.25,237,3106,0.0763,-0.4434,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,32.28,770.25,445,3392,0.1312,-0.2262,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,32.28,770.25,215,3392,0.0634,-0.4493,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,34.50,770.25,399,3712,0.1075,-0.2517,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,34.50,770.25,163,3712,0.0439,-0.4957,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,36.73,770.25,411,4086,0.1006,-0.2297,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,36.73,770.25,126,4086,0.0308,-0.5286,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,38.95,770.25,380,4543,0.0836,-0.2411,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,38.95,770.25,143,4543,0.0315,-0.4819,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,41.17,770.25,335,5010,0.0669,-0.2652,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,41.17,770.25,130,5010,0.0259,-0.4824,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,43.39,770.25,332,5404,0.0614,-0.2588,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,43.39,770.25,128,5404,0.0237,-0.4719,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,45.61,770.25,331,5813,0.0569,-0.2515,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,45.61,770.25,127,5813,0.0218,-0.4611,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,47.83,770.25,338,6223,0.0543,-0.2391,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,47.83,770.25,105,6223,0.0169,-0.4837,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,50.05,770.25,351,6629,0.0529,-0.2236,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,50.05,770.25,117,6629,0.0176,-0.4549,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,52.27,770.25,328,7058,0.0465,-0.2344,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,52.27,770.25,199,7058,0.0282,-0.3452,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,54.49,770.25,299,7555,0.0396,-0.2497,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,54.49,770.25,205,7555,0.0271,-0.3309,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,56.71,770.25,307,8001,0.0384,-0.2385,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,56.71,770.25,206,8001,0.0257,-0.3233,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,58.94,770.25,328,8444,0.0388,-0.2190,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,58.94,770.25,207,8444,0.0245,-0.3164,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,61.16,770.25,290,8892,0.0326,-0.2418,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,61.16,770.25,213,8892,0.0240,-0.3053,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,63.39,770.25,307,9326,0.0329,-0.2256,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,63.39,770.25,202,9326,0.0217,-0.3107,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,65.61,770.25,294,9736,0.0302,-0.2314,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,65.61,770.25,190,9736,0.0195,-0.3178,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,67.83,770.25,289,10078,0.0287,-0.2322,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,67.83,770.25,212,10078,0.0210,-0.2937,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,70.05,770.25,291,10413,0.0279,-0.2282,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,70.05,770.25,206,10413,0.0198,-0.2960,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,72.27,770.25,305,10730,0.0284,-0.2163,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,72.27,770.25,200,10730,0.0186,-0.2987,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,74.50,770.25,296,10991,0.0269,-0.2207,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,74.50,770.25,198,10991,0.0180,-0.2983,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,76.75,770.25,266,11262,0.0236,-0.2402,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,76.75,770.25,185,11262,0.0164,-0.3083,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,78.98,770.25,265,11518,0.0230,-0.2392,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,78.98,770.25,182,11518,0.0158,-0.3091,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,81.20,770.25,264,11766,0.0224,-0.2383,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,81.20,770.25,185,11766,0.0157,-0.3042,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,83.42,770.25,232,12031,0.0193,-0.2611,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,83.42,770.25,171,12031,0.0142,-0.3158,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,85.64,770.25,238,12287,0.0194,-0.2547,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,85.64,770.25,183,12287,0.0149,-0.3021,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,87.86,770.25,246,12543,0.0196,-0.2469,MN20160304_L02,E04
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,87.86,770.25,173,12543,0.0138,-0.3100,MN20160304_L02,M09
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,3.21,770.25,701,904,0.7749,-0.3337,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,3.21,770.25,710,904,0.7849,-0.2961,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,5.44,770.25,672,1012,0.6635,-0.2922,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,5.44,770.25,690,1012,0.6813,-0.2432,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,7.66,770.25,654,1090,0.6000,-0.2786,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,7.66,770.25,656,1090,0.6018,-0.2742,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,10.06,770.25,597,1218,0.4900,-0.3196,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,10.06,770.25,611,1218,0.5014,-0.2953,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,12.28,770.25,561,1358,0.4131,-0.3212,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,12.28,770.25,517,1358,0.3807,-0.3857,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,14.50,770.25,519,1497,0.3466,-0.3375,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,14.50,770.25,489,1497,0.3266,-0.3774,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,16.73,770.25,451,1664,0.2710,-0.3821,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,16.73,770.25,396,1664,0.2379,-0.4503,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,18.95,770.25,399,1832,0.2177,-0.4091,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,18.95,770.25,333,1832,0.1817,-0.4886,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,21.17,770.25,345,2008,0.1718,-0.4406,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,21.17,770.25,290,2008,0.1444,-0.5066,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,23.39,770.25,307,2244,0.1368,-0.4491,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,23.39,770.25,232,2244,0.1034,-0.5405,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,25.62,770.25,259,2514,0.1030,-0.4719,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,25.62,770.25,206,2514,0.0819,-0.5382,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,27.84,770.25,224,2833,0.0790,-0.4817,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,27.84,770.25,151,2833,0.0533,-0.5798,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,30.06,770.25,194,3106,0.0625,-0.4961,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,30.06,770.25,116,3106,0.0373,-0.6098,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,32.28,770.25,184,3392,0.0542,-0.4880,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,32.28,770.25,108,3392,0.0318,-0.6009,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,34.50,770.25,159,3712,0.0428,-0.5011,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,34.50,770.25,84,3712,0.0226,-0.6234,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,36.73,770.25,179,4086,0.0438,-0.4546,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,36.73,770.25,91,4086,0.0223,-0.5882,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,38.95,770.25,158,4543,0.0348,-0.4613,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,38.95,770.25,63,4543,0.0139,-0.6239,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,41.17,770.25,157,5010,0.0313,-0.4450,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,41.17,770.25,74,5010,0.0148,-0.5799,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,43.39,770.25,134,5404,0.0248,-0.4632,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,43.39,770.25,62,5404,0.0115,-0.5920,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,45.61,770.25,131,5813,0.0225,-0.4553,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,45.61,770.25,56,5813,0.0096,-0.5930,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,47.83,770.25,128,6223,0.0206,-0.4487,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,47.83,770.25,60,6223,0.0096,-0.5712,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,50.05,770.25,145,6629,0.0219,-0.4159,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,50.05,770.25,63,6629,0.0095,-0.5534,MN20160304_L02,E20
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,52.27,770.25,126,7058,0.0179,-0.4325,MN20160304_L02,C06
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,52.27,770.25,76,7058,0.0108,-0.5155,MN20160304_L02,E20
