Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction,Replicate
,,50112-1,C32,0.0000,uM,72,hr,3176,215,1.2928,,0.0677,,3
,,50112-1,C32,0.0000,uM,72,hr,2278,287,0.8693,,0.1260,,4
,,50112-1,C32,0.0000,uM,72,hr,2418,218,0.9605,,0.0902,,4
,,50112-1,C32,0.0000,uM,72,hr,2470,212,0.9859,,0.0858,,4
,,50112-1,C32,0.0000,uM,72,hr,2477,287,0.9562,,0.1159,,4
,,50112-1,C32,0.0000,uM,72,hr,2527,283,0.9797,,0.1120,,4
,,50112-1,C32,0.0000,uM,72,hr,2551,236,1.0107,,0.0925,,4
,,50112-1,C32,0.0000,uM,72,hr,2591,250,1.0221,,0.0965,,4
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,24,hr,3566,150,1.1411,0.8658,0.0421,0.0451,1
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,24,hr,3890,200,1.2326,0.8658,0.0514,0.0451,2
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,24,hr,1735,72,0.5555,0.8658,0.0415,0.0451,3
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,24,hr,1675,76,0.5341,0.8658,0.0454,0.0451,4
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,48,hr,4384,248,0.9450,0.9633,0.0566,0.0512,1
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,48,hr,4573,236,0.9909,0.9633,0.0516,0.0512,2
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,48,hr,4263,216,0.9247,0.9633,0.0507,0.0512,3
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,48,hr,4555,210,0.9928,0.9633,0.0461,0.0512,4
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,72,hr,2877,269,0.9473,1.0703,0.0935,0.0855,1
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,72,hr,3487,278,1.1656,1.0703,0.0797,0.0855,2
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,72,hr,2998,250,0.9982,1.0703,0.0834,0.0855,3
10046-101-1,SB590885,50149-1,COLO 858,0.0032,uM,72,hr,3521,300,1.1700,1.0703,0.0852,0.0855,4
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,24,hr,4351,191,1.3896,1.2055,0.0439,0.0421,1
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,24,hr,4427,181,1.4183,1.2055,0.0409,0.0421,2
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,24,hr,2526,105,0.8087,1.2055,0.0416,0.0421,3
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,24,hr,,,,,,,4
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,48,hr,5029,267,1.0880,1.0343,0.0531,0.0508,1
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,48,hr,,,,,,,2
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,48,hr,4150,205,0.9014,1.0343,0.0494,0.0508,3
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,48,hr,5130,256,1.1136,1.0343,0.0499,0.0508,4
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,72,hr,3751,230,1.2789,1.2116,0.0613,0.0692,1
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,72,hr,3682,250,1.2466,1.2116,0.0679,0.0692,2
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,72,hr,3436,261,1.1533,1.2116,0.0760,0.0692,3
10046-101-1,SB590885,50149-1,COLO 858,0.0100,uM,72,hr,3462,248,1.1674,1.2116,0.0716,0.0692,4
