Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction,Replicate
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,72,hr,852,116,0.3066,0.3280,0.1362,0.1076,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,72,hr,1106,120,0.4107,0.3280,0.1085,0.1076,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,24,hr,1530,33,1.1341,1.0672,0.0216,0.0210,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,24,hr,1658,34,1.2303,1.0672,0.0205,0.0210,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,24,hr,1271,22,0.9462,1.0672,0.0173,0.0210,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,24,hr,1297,32,0.9583,1.0672,0.0247,0.0210,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,48,hr,1569,47,0.4712,0.5082,0.0300,0.0385,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,48,hr,1689,82,0.4975,0.5082,0.0485,0.0385,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,48,hr,1799,64,0.5372,0.5082,0.0356,0.0385,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,48,hr,1773,71,0.5269,0.5082,0.0400,0.0385,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,72,hr,987,124,0.3595,0.3495,0.1256,0.1580,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,72,hr,997,120,0.3653,0.3495,0.1204,0.1580,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,72,hr,1011,181,0.3457,0.3495,0.1790,0.1580,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.3160,uM,72,hr,991,205,0.3274,0.3495,0.2069,0.1580,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,24,hr,1537,39,1.1348,0.9970,0.0254,0.0300,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,24,hr,1570,56,1.1470,0.9970,0.0357,0.0300,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,24,hr,1209,29,0.8939,0.9970,0.0240,0.0300,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,24,hr,1111,39,0.8121,0.9970,0.0351,0.0300,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,48,hr,1756,95,0.5142,0.5044,0.0541,0.0514,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,48,hr,1788,88,0.5263,0.5044,0.0492,0.0514,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,48,hr,1823,92,0.5359,0.5044,0.0505,0.0514,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,48,hr,1503,78,0.4412,0.5044,0.0519,0.0514,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,72,hr,725,153,0.2383,0.3076,0.2110,0.2389,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,72,hr,957,180,0.3237,0.3076,0.1881,0.2389,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,72,hr,1040,308,0.3049,0.3076,0.2962,0.2389,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,1.0000,uM,72,hr,1180,307,0.3637,0.3076,0.2602,0.2389,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,24,hr,1050,40,0.7652,0.8087,0.0381,0.0358,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,24,hr,1157,34,0.8508,0.8087,0.0294,0.0358,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,24,hr,1179,34,0.8674,0.8087,0.0288,0.0358,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,24,hr,1041,49,0.7515,0.8087,0.0471,0.0358,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,48,hr,1830,122,0.5288,0.4920,0.0667,0.0696,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,48,hr,1877,109,0.5474,0.4920,0.0581,0.0696,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,48,hr,1577,120,0.4511,0.4920,0.0761,0.0696,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,48,hr,1544,120,0.4409,0.4920,0.0777,0.0696,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,72,hr,1033,272,0.3170,0.3101,0.2633,0.3136,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,72,hr,1227,422,0.3353,0.3101,0.3439,0.3136,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,72,hr,918,284,0.2641,0.3101,0.3094,0.3136,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,3.1600,uM,72,hr,1175,397,0.3241,0.3101,0.3379,0.3136,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,24,hr,1108,14,0.8288,0.9820,0.0126,0.0137,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,24,hr,1426,16,1.0682,0.9820,0.0112,0.0137,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,24,hr,1360,20,1.0152,0.9820,0.0147,0.0137,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,24,hr,1363,22,1.0159,0.9820,0.0161,0.0137,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,48,hr,3117,43,0.9517,1.0363,0.0138,0.0184,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,48,hr,3318,46,1.0130,1.0363,0.0139,0.0184,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,48,hr,3359,96,1.0102,1.0363,0.0286,0.0184,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,48,hr,3847,67,1.1703,1.0363,0.0174,0.0184,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,72,hr,3487,52,1.4309,1.2926,0.0149,0.0218,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,72,hr,3579,56,1.4675,1.2926,0.0156,0.0218,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,72,hr,2838,88,1.1455,1.2926,0.0310,0.0218,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0032,uM,72,hr,2775,71,1.1264,1.2926,0.0256,0.0218,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,24,hr,1775,34,1.3189,1.1080,0.0192,0.0131,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,24,hr,1748,21,1.3083,1.1080,0.0120,0.0131,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,24,hr,1159,7,0.8727,1.1080,0.0060,0.0131,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,24,hr,1249,19,0.9318,1.1080,0.0152,0.0131,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,48,hr,3434,38,1.0514,1.0916,0.0111,0.0167,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,48,hr,3249,35,0.9950,1.0916,0.0108,0.0167,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,48,hr,3851,93,1.1635,1.0916,0.0242,0.0167,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,48,hr,3814,79,1.1563,1.0916,0.0207,0.0167,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,72,hr,3622,53,1.4867,1.3886,0.0146,0.0158,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,72,hr,3408,54,1.3971,1.3886,0.0158,0.0158,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,72,hr,3131,53,1.2822,1.3886,0.0169,0.0158,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0100,uM,72,hr,,,,,,,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,24,hr,1483,5,1.1197,1.0795,0.0034,0.0072,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,24,hr,1669,9,1.2576,1.0795,0.0054,0.0072,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,24,hr,1267,13,0.9500,1.0795,0.0103,0.0072,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,24,hr,1321,13,0.9909,1.0795,0.0098,0.0072,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,48,hr,3662,51,1.1179,1.0675,0.0139,0.0196,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,48,hr,3654,47,1.1167,1.0675,0.0129,0.0196,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,48,hr,3276,104,0.9820,1.0675,0.0317,0.0196,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,48,hr,3471,69,1.0532,1.0675,0.0199,0.0196,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,72,hr,3232,29,1.3342,1.1850,0.0090,0.0159,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,72,hr,3488,43,1.4350,1.1850,0.0123,0.0159,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,72,hr,2956,39,1.2151,1.1850,0.0132,0.0159,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.0316,uM,72,hr,1868,54,0.7556,1.1850,0.0289,0.0159,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,24,hr,1484,10,1.1167,1.0752,0.0067,0.0098,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,24,hr,1541,10,1.1598,1.0752,0.0065,0.0098,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,24,hr,1311,18,0.9796,1.0752,0.0137,0.0098,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,24,hr,1396,17,1.0447,1.0752,0.0122,0.0098,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,48,hr,3303,18,1.0170,1.0699,0.0054,0.0148,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,48,hr,3328,27,1.0220,1.0699,0.0081,0.0148,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,48,hr,3527,96,1.0622,1.0699,0.0272,0.0148,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,48,hr,3878,72,1.1783,1.0699,0.0186,0.0148,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,72,hr,2450,40,1.0039,0.8713,0.0163,0.0167,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,72,hr,2348,29,0.9660,0.8713,0.0124,0.0167,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,72,hr,2297,29,0.9447,0.8713,0.0126,0.0167,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.1000,uM,72,hr,1406,36,0.5707,0.8713,0.0256,0.0167,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,24,hr,1587,16,1.1902,1.1498,0.0101,0.0118,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,24,hr,1867,16,1.4023,1.1498,0.0086,0.0118,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,24,hr,1309,23,0.9742,1.1498,0.0176,0.0118,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,24,hr,1378,15,1.0326,1.1498,0.0109,0.0118,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,48,hr,3121,45,0.9523,0.9551,0.0144,0.0203,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,48,hr,2844,45,0.8666,0.9551,0.0158,0.0203,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,48,hr,3139,100,0.9409,0.9551,0.0319,0.0203,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,48,hr,3492,66,1.0607,0.9551,0.0189,0.0203,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,72,hr,1441,54,0.5778,0.5874,0.0375,0.0378,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,72,hr,1349,51,0.5407,0.5874,0.0378,0.0378,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,72,hr,1430,63,0.5694,0.5874,0.0441,0.0378,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,0.3160,uM,72,hr,1641,52,0.6619,0.5874,0.0317,0.0378,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,24,hr,1456,25,1.0841,1.1009,0.0172,0.0206,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,24,hr,1853,33,1.3788,1.1009,0.0178,0.0206,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,24,hr,1333,24,0.9917,1.1009,0.0180,0.0206,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,24,hr,1291,38,0.9492,1.1009,0.0294,0.0206,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,48,hr,2174,81,0.6480,0.6672,0.0373,0.0385,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,48,hr,2264,47,0.6864,0.6672,0.0208,0.0385,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,48,hr,2211,139,0.6415,0.6672,0.0629,0.0385,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,48,hr,2315,77,0.6929,0.6672,0.0333,0.0385,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,72,hr,981,96,0.3687,0.3670,0.0979,0.1033,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,72,hr,939,92,0.3528,0.3670,0.0980,0.1033,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,72,hr,1186,133,0.4386,0.3670,0.1121,0.1033,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,1.0000,uM,72,hr,826,87,0.3078,0.3670,0.1053,0.1033,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,24,hr,1296,40,0.9515,0.9385,0.0309,0.0379,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,24,hr,1336,46,0.9773,0.9385,0.0344,0.0379,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,24,hr,1168,56,0.8424,0.9385,0.0479,0.0379,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,24,hr,1349,52,0.9826,0.9385,0.0385,0.0379,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,48,hr,2106,109,0.6183,0.5402,0.0518,0.0682,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,48,hr,1867,91,0.5498,0.5402,0.0487,0.0682,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,48,hr,1743,177,0.4848,0.5402,0.1016,0.0682,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,48,hr,1766,125,0.5080,0.5402,0.0708,0.0682,4
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,72,hr,819,165,0.2724,0.3486,0.2015,0.1930,1
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,72,hr,910,143,0.3195,0.3486,0.1571,0.1930,2
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,72,hr,1269,253,0.4232,0.3486,0.1994,0.1930,3
10068-101-1,Vemurafenib,51006-1,MZ7-mel,3.1600,uM,72,hr,1158,248,0.3791,0.3486,0.2142,0.1930,4
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1415,7,1.0667,,0.0049,,1
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1483,10,1.1159,,0.0067,,1
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1539,12,1.1568,,0.0078,,1
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1563,12,1.1750,,0.0077,,1
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1623,23,1.2121,,0.0142,,1
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1626,36,1.2045,,0.0221,,1
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1656,12,1.2455,,0.0072,,1
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1282,20,0.9561,,0.0156,,2
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1292,14,0.9682,,0.0108,,2
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1322,13,0.9917,,0.0098,,2
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1366,16,1.0227,,0.0117,,2
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1428,17,1.0689,,0.0119,,2
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1503,25,1.1197,,0.0166,,2
,,51006-1,MZ7-mel,0.0000,uM,24,hr,,,,,,,2
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1249,10,0.9386,,0.0080,,3
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1256,11,0.9432,,0.0088,,3
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1258,18,0.9394,,0.0143,,3
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1341,11,1.0076,,0.0082,,3
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1351,15,1.0121,,0.0111,,3
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1371,14,1.0280,,0.0102,,3
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1415,13,1.0621,,0.0092,,3
,,51006-1,MZ7-mel,0.0000,uM,24,hr,959,11,0.7182,,0.0115,,4
,,51006-1,MZ7-mel,0.0000,uM,24,hr,981,13,0.7333,,0.0133,,4
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1135,16,0.8477,,0.0141,,4
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1195,25,0.8864,,0.0209,,4
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1327,11,0.9970,,0.0083,,4
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1336,7,1.0068,,0.0052,,4
,,51006-1,MZ7-mel,0.0000,uM,24,hr,1418,7,1.0689,,0.0049,,4
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3037,23,0.9331,,0.0076,,1
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3143,75,0.9498,,0.0239,,1
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3289,22,1.0114,,0.0067,,1
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3411,24,1.0486,,0.0070,,1
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3479,30,1.0678,,0.0086,,1
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3518,16,1.0842,,0.0045,,1
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3589,29,1.1022,,0.0081,,1
,,51006-1,MZ7-mel,0.0000,uM,48,hr,2187,32,0.6672,,0.0146,,2
,,51006-1,MZ7-mel,0.0000,uM,48,hr,2767,27,0.8483,,0.0098,,2
,,51006-1,MZ7-mel,0.0000,uM,48,hr,2789,21,0.8570,,0.0075,,2
,,51006-1,MZ7-mel,0.0000,uM,48,hr,2798,19,0.8604,,0.0068,,2
,,51006-1,MZ7-mel,0.0000,uM,48,hr,2829,38,0.8641,,0.0134,,2
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3192,27,0.9799,,0.0085,,2
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3246,16,1.0000,,0.0049,,2
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3444,69,1.0449,,0.0200,,3
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3618,74,1.0972,,0.0205,,3
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3651,99,1.0997,,0.0271,,3
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3701,54,1.1291,,0.0146,,3
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3702,62,1.1269,,0.0167,,3
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3849,94,1.1625,,0.0244,,3
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3854,78,1.1690,,0.0202,,3
,,51006-1,MZ7-mel,0.0000,uM,48,hr,2997,80,0.9031,,0.0267,,4
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3228,33,0.9892,,0.0102,,4
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3274,56,0.9963,,0.0171,,4
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3378,81,1.0207,,0.0240,,4
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3418,47,1.0436,,0.0138,,4
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3458,61,1.0517,,0.0176,,4
,,51006-1,MZ7-mel,0.0000,uM,48,hr,3579,46,1.0938,,0.0129,,4
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2204,31,0.9052,,0.0141,,1
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2213,37,0.9064,,0.0167,,1
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2361,29,0.9714,,0.0123,,1
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2362,26,0.9731,,0.0110,,1
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2461,34,1.0110,,0.0138,,1
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2679,39,1.0997,,0.0146,,1
,,51006-1,MZ7-mel,0.0000,uM,72,hr,3476,45,1.4292,,0.0129,,1
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2006,37,0.8202,,0.0184,,2
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2111,24,0.8694,,0.0114,,2
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2259,52,0.9193,,0.0230,,2
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2522,31,1.0376,,0.0123,,2
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2544,43,1.0418,,0.0169,,2
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2673,49,1.0930,,0.0183,,2
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2719,22,1.1234,,0.0081,,2
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2037,39,0.8323,,0.0191,,3
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2304,36,0.9447,,0.0156,,3
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2368,26,0.9756,,0.0110,,3
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2503,52,1.0210,,0.0208,,3
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2588,48,1.0580,,0.0185,,3
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2598,46,1.0630,,0.0177,,3
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2994,52,1.2255,,0.0174,,3
,,51006-1,MZ7-mel,0.0000,uM,72,hr,1990,48,0.8090,,0.0241,,4
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2180,45,0.8893,,0.0206,,4
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2328,49,0.9493,,0.0210,,4
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2376,47,0.9702,,0.0198,,4
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2382,55,0.9693,,0.0231,,4
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2385,53,0.9714,,0.0222,,4
,,51006-1,MZ7-mel,0.0000,uM,72,hr,2479,73,1.0022,,0.0294,,4
10046-101-1,SB590885,51100-1,K2,0.0032,uM,24,hr,2842,11,1.6650,1.5537,0.0039,0.0059,1
10046-101-1,SB590885,51100-1,K2,0.0032,uM,24,hr,2717,8,1.5932,1.5537,0.0029,0.0059,2
10046-101-1,SB590885,51100-1,K2,0.0032,uM,24,hr,2566,20,1.4974,1.5537,0.0078,0.0059,3
10046-101-1,SB590885,51100-1,K2,0.0032,uM,24,hr,2504,23,1.4591,1.5537,0.0092,0.0059,4
10046-101-1,SB590885,51100-1,K2,0.0032,uM,48,hr,3865,7,1.4079,1.5110,0.0018,0.0019,1
10046-101-1,SB590885,51100-1,K2,0.0032,uM,48,hr,4079,5,1.4868,1.5110,0.0012,0.0019,2
10046-101-1,SB590885,51100-1,K2,0.0032,uM,48,hr,4061,12,1.4777,1.5110,0.0030,0.0019,3
10046-101-1,SB590885,51100-1,K2,0.0032,uM,48,hr,4588,8,1.6714,1.5110,0.0017,0.0019,4
10046-101-1,SB590885,51100-1,K2,0.0032,uM,72,hr,,,,,,,1
10046-101-1,SB590885,51100-1,K2,0.0032,uM,72,hr,,,,,,,2
10046-101-1,SB590885,51100-1,K2,0.0032,uM,72,hr,,,,,,,3
10046-101-1,SB590885,51100-1,K2,0.0032,uM,72,hr,,,,,,,4
10046-101-1,SB590885,51100-1,K2,0.0100,uM,24,hr,3664,5,2.1520,1.7957,0.0014,0.0024,1
10046-101-1,SB590885,51100-1,K2,0.0100,uM,24,hr,3633,7,2.1325,1.7957,0.0019,0.0024,2
10046-101-1,SB590885,51100-1,K2,0.0100,uM,24,hr,2384,8,1.3974,1.7957,0.0034,0.0024,3
10046-101-1,SB590885,51100-1,K2,0.0100,uM,24,hr,2560,8,1.5009,1.7957,0.0031,0.0024,4
10046-101-1,SB590885,51100-1,K2,0.0100,uM,48,hr,3901,6,1.4215,1.3746,0.0015,0.0028,1
10046-101-1,SB590885,51100-1,K2,0.0100,uM,48,hr,3332,10,1.2123,1.3746,0.0030,0.0028,2
10046-101-1,SB590885,51100-1,K2,0.0100,uM,48,hr,3833,12,1.3944,1.3746,0.0031,0.0028,3
10046-101-1,SB590885,51100-1,K2,0.0100,uM,48,hr,4044,15,1.4704,1.3746,0.0037,0.0028,4
10046-101-1,SB590885,51100-1,K2,0.0100,uM,72,hr,,,,,,,1
10046-101-1,SB590885,51100-1,K2,0.0100,uM,72,hr,,,,,,,2
10046-101-1,SB590885,51100-1,K2,0.0100,uM,72,hr,,,,,,,3
10046-101-1,SB590885,51100-1,K2,0.0100,uM,72,hr,,,,,,,4
10046-101-1,SB590885,51100-1,K2,0.0316,uM,24,hr,3360,10,1.9702,1.8176,0.0030,0.0022,1
10046-101-1,SB590885,51100-1,K2,0.0316,uM,24,hr,3898,5,2.2896,1.8176,0.0013,0.0022,2
10046-101-1,SB590885,51100-1,K2,0.0316,uM,24,hr,2387,4,1.4015,1.8176,0.0017,0.0022,3
10046-101-1,SB590885,51100-1,K2,0.0316,uM,24,hr,2744,8,1.6091,1.8176,0.0029,0.0022,4
10046-101-1,SB590885,51100-1,K2,0.0316,uM,48,hr,4144,5,1.5105,1.3782,0.0012,0.0017,1
10046-101-1,SB590885,51100-1,K2,0.0316,uM,48,hr,3564,6,1.2985,1.3782,0.0017,0.0017,2
